dep;jour;P;cl_age90;pop
68;2021-03-10;8;09;85912
68;2021-03-10;27;19;89905
68;2021-03-10;19;29;78096
68;2021-03-10;24;39;94190
68;2021-03-10;15;49;100879
68;2021-03-10;19;59;108273
68;2021-03-10;17;69;96611
68;2021-03-10;7;79;63975
68;2021-03-10;5;89;36716
68;2021-03-10;1;90;8647
68;2021-03-10;142;0;763204
68;2021-03-11;12;09;85912
68;2021-03-11;28;19;89905
68;2021-03-11;24;29;78096
68;2021-03-11;18;39;94190
68;2021-03-11;14;49;100879
68;2021-03-11;28;59;108273
68;2021-03-11;20;69;96611
68;2021-03-11;11;79;63975
68;2021-03-11;4;89;36716
68;2021-03-11;0;90;8647
68;2021-03-11;159;0;763204
68;2021-03-12;10;09;85912
68;2021-03-12;12;19;89905
68;2021-03-12;22;29;78096
68;2021-03-12;31;39;94190
68;2021-03-12;27;49;100879
68;2021-03-12;22;59;108273
68;2021-03-12;18;69;96611
68;2021-03-12;14;79;63975
68;2021-03-12;2;89;36716
68;2021-03-12;0;90;8647
68;2021-03-12;158;0;763204
68;2021-03-13;6;09;85912
68;2021-03-13;27;19;89905
68;2021-03-13;9;29;78096
68;2021-03-13;17;39;94190
68;2021-03-13;18;49;100879
68;2021-03-13;24;59;108273
68;2021-03-13;12;69;96611
68;2021-03-13;3;79;63975
68;2021-03-13;3;89;36716
68;2021-03-13;2;90;8647
68;2021-03-13;121;0;763204
68;2021-03-14;0;09;85912
68;2021-03-14;2;19;89905
68;2021-03-14;4;29;78096
68;2021-03-14;0;39;94190
68;2021-03-14;2;49;100879
68;2021-03-14;2;59;108273
68;2021-03-14;1;69;96611
68;2021-03-14;3;79;63975
68;2021-03-14;2;89;36716
68;2021-03-14;0;90;8647
68;2021-03-14;16;0;763204
68;2021-03-15;14;09;85912
68;2021-03-15;54;19;89905
68;2021-03-15;45;29;78096
68;2021-03-15;50;39;94190
68;2021-03-15;52;49;100879
68;2021-03-15;41;59;108273
68;2021-03-15;22;69;96611
68;2021-03-15;24;79;63975
68;2021-03-15;12;89;36716
68;2021-03-15;2;90;8647
68;2021-03-15;316;0;763204
68;2021-03-16;9;09;85912
68;2021-03-16;29;19;89905
68;2021-03-16;36;29;78096
68;2021-03-16;28;39;94190
68;2021-03-16;42;49;100879
68;2021-03-16;21;59;108273
68;2021-03-16;18;69;96611
68;2021-03-16;13;79;63975
68;2021-03-16;11;89;36716
68;2021-03-16;2;90;8647
68;2021-03-16;209;0;763204
68;2021-03-17;9;09;85912
68;2021-03-17;36;19;89905
68;2021-03-17;32;29;78096
68;2021-03-17;24;39;94190
68;2021-03-17;37;49;100879
68;2021-03-17;28;59;108273
68;2021-03-17;16;69;96611
68;2021-03-17;10;79;63975
68;2021-03-17;2;89;36716
68;2021-03-17;1;90;8647
68;2021-03-17;195;0;763204
68;2021-03-18;20;09;85912
68;2021-03-18;35;19;89905
68;2021-03-18;32;29;78096
68;2021-03-18;29;39;94190
68;2021-03-18;32;49;100879
68;2021-03-18;21;59;108273
68;2021-03-18;17;69;96611
68;2021-03-18;9;79;63975
68;2021-03-18;2;89;36716
68;2021-03-18;1;90;8647
68;2021-03-18;198;0;763204
68;2021-03-19;12;09;85912
68;2021-03-19;21;19;89905
68;2021-03-19;50;29;78096
68;2021-03-19;31;39;94190
68;2021-03-19;32;49;100879
68;2021-03-19;26;59;108273
68;2021-03-19;23;69;96611
68;2021-03-19;10;79;63975
68;2021-03-19;6;89;36716
68;2021-03-19;1;90;8647
68;2021-03-19;212;0;763204
68;2021-03-20;7;09;85912
68;2021-03-20;21;19;89905
68;2021-03-20;12;29;78096
68;2021-03-20;24;39;94190
68;2021-03-20;21;49;100879
68;2021-03-20;19;59;108273
68;2021-03-20;16;69;96611
68;2021-03-20;5;79;63975
68;2021-03-20;1;89;36716
68;2021-03-20;1;90;8647
68;2021-03-20;127;0;763204
68;2021-03-21;0;09;85912
68;2021-03-21;0;19;89905
68;2021-03-21;0;29;78096
68;2021-03-21;1;39;94190
68;2021-03-21;1;49;100879
68;2021-03-21;2;59;108273
68;2021-03-21;4;69;96611
68;2021-03-21;3;79;63975
68;2021-03-21;3;89;36716
68;2021-03-21;1;90;8647
68;2021-03-21;15;0;763204
68;2021-03-22;20;09;85912
68;2021-03-22;41;19;89905
68;2021-03-22;26;29;78096
68;2021-03-22;39;39;94190
68;2021-03-22;43;49;100879
68;2021-03-22;33;59;108273
68;2021-03-22;19;69;96611
68;2021-03-22;16;79;63975
68;2021-03-22;8;89;36716
68;2021-03-22;1;90;8647
68;2021-03-22;246;0;763204
68;2021-03-23;15;09;85912
68;2021-03-23;48;19;89905
68;2021-03-23;33;29;78096
68;2021-03-23;30;39;94190
68;2021-03-23;40;49;100879
68;2021-03-23;29;59;108273
68;2021-03-23;30;69;96611
68;2021-03-23;7;79;63975
68;2021-03-23;5;89;36716
68;2021-03-23;1;90;8647
68;2021-03-23;238;0;763204
68;2021-03-24;18;09;85912
68;2021-03-24;42;19;89905
68;2021-03-24;38;29;78096
68;2021-03-24;34;39;94190
68;2021-03-24;35;49;100879
68;2021-03-24;43;59;108273
68;2021-03-24;17;69;96611
68;2021-03-24;13;79;63975
68;2021-03-24;8;89;36716
68;2021-03-24;2;90;8647
68;2021-03-24;250;0;763204
68;2021-03-25;20;09;85912
68;2021-03-25;45;19;89905
68;2021-03-25;32;29;78096
68;2021-03-25;30;39;94190
68;2021-03-25;37;49;100879
68;2021-03-25;33;59;108273
68;2021-03-25;37;69;96611
68;2021-03-25;12;79;63975
68;2021-03-25;5;89;36716
68;2021-03-25;1;90;8647
68;2021-03-25;252;0;763204
68;2021-03-26;21;09;85912
68;2021-03-26;41;19;89905
68;2021-03-26;24;29;78096
68;2021-03-26;38;39;94190
68;2021-03-26;32;49;100879
68;2021-03-26;37;59;108273
68;2021-03-26;24;69;96611
68;2021-03-26;17;79;63975
68;2021-03-26;9;89;36716
68;2021-03-26;3;90;8647
68;2021-03-26;246;0;763204
68;2021-03-27;14;09;85912
68;2021-03-27;42;19;89905
68;2021-03-27;21;29;78096
68;2021-03-27;32;39;94190
68;2021-03-27;33;49;100879
68;2021-03-27;20;59;108273
68;2021-03-27;21;69;96611
68;2021-03-27;8;79;63975
68;2021-03-27;9;89;36716
68;2021-03-27;1;90;8647
68;2021-03-27;201;0;763204
68;2021-03-28;0;09;85912
68;2021-03-28;3;19;89905
68;2021-03-28;2;29;78096
68;2021-03-28;5;39;94190
68;2021-03-28;4;49;100879
68;2021-03-28;0;59;108273
68;2021-03-28;1;69;96611
68;2021-03-28;2;79;63975
68;2021-03-28;3;89;36716
68;2021-03-28;0;90;8647
68;2021-03-28;20;0;763204
68;2021-03-29;31;09;85912
68;2021-03-29;73;19;89905
68;2021-03-29;53;29;78096
68;2021-03-29;66;39;94190
68;2021-03-29;65;49;100879
68;2021-03-29;56;59;108273
68;2021-03-29;43;69;96611
68;2021-03-29;30;79;63975
68;2021-03-29;14;89;36716
68;2021-03-29;6;90;8647
68;2021-03-29;437;0;763204
68;2021-03-30;19;09;85912
68;2021-03-30;43;19;89905
68;2021-03-30;34;29;78096
68;2021-03-30;40;39;94190
68;2021-03-30;53;49;100879
68;2021-03-30;40;59;108273
68;2021-03-30;16;69;96611
68;2021-03-30;21;79;63975
68;2021-03-30;10;89;36716
68;2021-03-30;4;90;8647
68;2021-03-30;280;0;763204
68;2021-03-31;7;09;85912
68;2021-03-31;44;19;89905
68;2021-03-31;31;29;78096
68;2021-03-31;36;39;94190
68;2021-03-31;46;49;100879
68;2021-03-31;35;59;108273
68;2021-03-31;24;69;96611
68;2021-03-31;21;79;63975
68;2021-03-31;4;89;36716
68;2021-03-31;2;90;8647
68;2021-03-31;250;0;763204
68;2021-04-01;17;09;85912
68;2021-04-01;43;19;89905
68;2021-04-01;45;29;78096
68;2021-04-01;47;39;94190
68;2021-04-01;47;49;100879
68;2021-04-01;46;59;108273
68;2021-04-01;35;69;96611
68;2021-04-01;20;79;63975
68;2021-04-01;11;89;36716
68;2021-04-01;5;90;8647
68;2021-04-01;316;0;763204
68;2021-04-02;1;09;85912
68;2021-04-02;3;19;89905
68;2021-04-02;12;29;78096
68;2021-04-02;5;39;94190
68;2021-04-02;6;49;100879
68;2021-04-02;12;59;108273
68;2021-04-02;2;69;96611
68;2021-04-02;4;79;63975
68;2021-04-02;2;89;36716
68;2021-04-02;0;90;8647
68;2021-04-02;47;0;763204
68;2021-04-03;13;09;85912
68;2021-04-03;24;19;89905
68;2021-04-03;51;29;78096
68;2021-04-03;40;39;94190
68;2021-04-03;46;49;100879
68;2021-04-03;53;59;108273
68;2021-04-03;24;69;96611
68;2021-04-03;17;79;63975
68;2021-04-03;5;89;36716
68;2021-04-03;1;90;8647
68;2021-04-03;274;0;763204
68;2021-04-04;0;09;85912
68;2021-04-04;3;19;89905
68;2021-04-04;3;29;78096
68;2021-04-04;3;39;94190
68;2021-04-04;7;49;100879
68;2021-04-04;4;59;108273
68;2021-04-04;5;69;96611
68;2021-04-04;4;79;63975
68;2021-04-04;2;89;36716
68;2021-04-04;1;90;8647
68;2021-04-04;32;0;763204
68;2021-04-05;0;09;85912
68;2021-04-05;2;19;89905
68;2021-04-05;7;29;78096
68;2021-04-05;9;39;94190
68;2021-04-05;13;49;100879
68;2021-04-05;6;59;108273
68;2021-04-05;7;69;96611
68;2021-04-05;2;79;63975
68;2021-04-05;5;89;36716
68;2021-04-05;0;90;8647
68;2021-04-05;51;0;763204
68;2021-04-06;18;09;85912
68;2021-04-06;56;19;89905
68;2021-04-06;73;29;78096
68;2021-04-06;56;39;94190
68;2021-04-06;101;49;100879
68;2021-04-06;64;59;108273
68;2021-04-06;42;69;96611
68;2021-04-06;26;79;63975
68;2021-04-06;12;89;36716
68;2021-04-06;1;90;8647
68;2021-04-06;450;0;763204
68;2021-04-07;21;09;85912
68;2021-04-07;44;19;89905
68;2021-04-07;49;29;78096
68;2021-04-07;68;39;94190
68;2021-04-07;53;49;100879
68;2021-04-07;39;59;108273
68;2021-04-07;30;69;96611
68;2021-04-07;16;79;63975
68;2021-04-07;10;89;36716
68;2021-04-07;1;90;8647
68;2021-04-07;331;0;763204
68;2021-04-08;18;09;85912
68;2021-04-08;48;19;89905
68;2021-04-08;57;29;78096
68;2021-04-08;47;39;94190
68;2021-04-08;60;49;100879
68;2021-04-08;54;59;108273
68;2021-04-08;45;69;96611
68;2021-04-08;12;79;63975
68;2021-04-08;12;89;36716
68;2021-04-08;9;90;8647
68;2021-04-08;363;0;763204
68;2021-04-09;19;09;85912
68;2021-04-09;47;19;89905
68;2021-04-09;58;29;78096
68;2021-04-09;45;39;94190
68;2021-04-09;59;49;100879
68;2021-04-09;36;59;108273
68;2021-04-09;36;69;96611
68;2021-04-09;16;79;63975
68;2021-04-09;11;89;36716
68;2021-04-09;3;90;8647
68;2021-04-09;330;0;763204
68;2021-04-10;8;09;85912
68;2021-04-10;38;19;89905
68;2021-04-10;30;29;78096
68;2021-04-10;31;39;94190
68;2021-04-10;39;49;100879
68;2021-04-10;31;59;108273
68;2021-04-10;19;69;96611
68;2021-04-10;11;79;63975
68;2021-04-10;7;89;36716
68;2021-04-10;1;90;8647
68;2021-04-10;215;0;763204
68;2021-04-11;1;09;85912
68;2021-04-11;1;19;89905
68;2021-04-11;3;29;78096
68;2021-04-11;6;39;94190
68;2021-04-11;3;49;100879
68;2021-04-11;0;59;108273
68;2021-04-11;4;69;96611
68;2021-04-11;1;79;63975
68;2021-04-11;3;89;36716
68;2021-04-11;0;90;8647
68;2021-04-11;22;0;763204
69;2020-05-13;0;09;236754
69;2020-05-13;0;19;241388
69;2020-05-13;2;29;267382
69;2020-05-13;0;39;255779
69;2020-05-13;2;49;235508
69;2020-05-13;3;59;220390
69;2020-05-13;2;69;179326
69;2020-05-13;5;79;136780
69;2020-05-13;1;89;79378
69;2020-05-13;4;90;23366
69;2020-05-13;20;0;1876051
69;2020-05-14;1;09;236754
69;2020-05-14;1;19;241388
69;2020-05-14;6;29;267382
69;2020-05-14;8;39;255779
69;2020-05-14;5;49;235508
69;2020-05-14;2;59;220390
69;2020-05-14;3;69;179326
69;2020-05-14;5;79;136780
69;2020-05-14;6;89;79378
69;2020-05-14;4;90;23366
69;2020-05-14;41;0;1876051
69;2020-05-15;1;09;236754
69;2020-05-15;1;19;241388
69;2020-05-15;5;29;267382
69;2020-05-15;4;39;255779
69;2020-05-15;2;49;235508
69;2020-05-15;2;59;220390
69;2020-05-15;1;69;179326
69;2020-05-15;3;79;136780
69;2020-05-15;2;89;79378
69;2020-05-15;5;90;23366
69;2020-05-15;26;0;1876051
69;2020-05-16;1;09;236754
69;2020-05-16;0;19;241388
69;2020-05-16;0;29;267382
69;2020-05-16;2;39;255779
69;2020-05-16;1;49;235508
69;2020-05-16;1;59;220390
69;2020-05-16;0;69;179326
69;2020-05-16;1;79;136780
69;2020-05-16;5;89;79378
69;2020-05-16;1;90;23366
69;2020-05-16;12;0;1876051
69;2020-05-17;1;09;236754
69;2020-05-17;0;19;241388
69;2020-05-17;3;29;267382
69;2020-05-17;0;39;255779
69;2020-05-17;0;49;235508
69;2020-05-17;0;59;220390
69;2020-05-17;0;69;179326
69;2020-05-17;1;79;136780
69;2020-05-17;2;89;79378
69;2020-05-17;1;90;23366
69;2020-05-17;8;0;1876051
69;2020-05-18;0;09;236754
69;2020-05-18;2;19;241388
69;2020-05-18;1;29;267382
69;2020-05-18;6;39;255779
69;2020-05-18;5;49;235508
69;2020-05-18;2;59;220390
69;2020-05-18;1;69;179326
69;2020-05-18;3;79;136780
69;2020-05-18;6;89;79378
69;2020-05-18;5;90;23366
69;2020-05-18;31;0;1876051
69;2020-05-19;2;09;236754
69;2020-05-19;0;19;241388
69;2020-05-19;3;29;267382
69;2020-05-19;5;39;255779
69;2020-05-19;5;49;235508
69;2020-05-19;2;59;220390
69;2020-05-19;1;69;179326
69;2020-05-19;3;79;136780
69;2020-05-19;5;89;79378
69;2020-05-19;6;90;23366
69;2020-05-19;32;0;1876051
69;2020-05-20;0;09;236754
69;2020-05-20;1;19;241388
69;2020-05-20;4;29;267382
69;2020-05-20;2;39;255779
69;2020-05-20;3;49;235508
69;2020-05-20;6;59;220390
69;2020-05-20;2;69;179326
69;2020-05-20;2;79;136780
69;2020-05-20;4;89;79378
69;2020-05-20;1;90;23366
69;2020-05-20;25;0;1876051
69;2020-05-21;0;09;236754
69;2020-05-21;1;19;241388
69;2020-05-21;0;29;267382
69;2020-05-21;0;39;255779
69;2020-05-21;0;49;235508
69;2020-05-21;0;59;220390
69;2020-05-21;0;69;179326
69;2020-05-21;0;79;136780
69;2020-05-21;1;89;79378
69;2020-05-21;1;90;23366
69;2020-05-21;3;0;1876051
69;2020-05-22;0;09;236754
69;2020-05-22;5;19;241388
69;2020-05-22;3;29;267382
69;2020-05-22;3;39;255779
69;2020-05-22;1;49;235508
69;2020-05-22;3;59;220390
69;2020-05-22;3;69;179326
69;2020-05-22;2;79;136780
69;2020-05-22;3;89;79378
69;2020-05-22;1;90;23366
69;2020-05-22;24;0;1876051
69;2020-05-23;4;09;236754
69;2020-05-23;1;19;241388
69;2020-05-23;2;29;267382
69;2020-05-23;1;39;255779
69;2020-05-23;1;49;235508
69;2020-05-23;1;59;220390
69;2020-05-23;0;69;179326
69;2020-05-23;1;79;136780
69;2020-05-23;0;89;79378
69;2020-05-23;1;90;23366
69;2020-05-23;12;0;1876051
69;2020-05-24;0;09;236754
69;2020-05-24;0;19;241388
69;2020-05-24;0;29;267382
69;2020-05-24;0;39;255779
69;2020-05-24;0;49;235508
69;2020-05-24;0;59;220390
69;2020-05-24;0;69;179326
69;2020-05-24;0;79;136780
69;2020-05-24;1;89;79378
69;2020-05-24;0;90;23366
69;2020-05-24;1;0;1876051
69;2020-05-25;0;09;236754
69;2020-05-25;0;19;241388
69;2020-05-25;3;29;267382
69;2020-05-25;0;39;255779
69;2020-05-25;2;49;235508
69;2020-05-25;2;59;220390
69;2020-05-25;4;69;179326
69;2020-05-25;2;79;136780
69;2020-05-25;2;89;79378
69;2020-05-25;2;90;23366
69;2020-05-25;17;0;1876051
69;2020-05-26;0;09;236754
69;2020-05-26;0;19;241388
69;2020-05-26;2;29;267382
69;2020-05-26;2;39;255779
69;2020-05-26;3;49;235508
69;2020-05-26;5;59;220390
69;2020-05-26;3;69;179326
69;2020-05-26;2;79;136780
69;2020-05-26;1;89;79378
69;2020-05-26;1;90;23366
69;2020-05-26;19;0;1876051
69;2020-05-27;0;09;236754
69;2020-05-27;0;19;241388
69;2020-05-27;2;29;267382
69;2020-05-27;4;39;255779
69;2020-05-27;5;49;235508
69;2020-05-27;4;59;220390
69;2020-05-27;2;69;179326
69;2020-05-27;3;79;136780
69;2020-05-27;0;89;79378
69;2020-05-27;2;90;23366
69;2020-05-27;22;0;1876051
69;2020-05-28;1;09;236754
69;2020-05-28;2;19;241388
69;2020-05-28;5;29;267382
69;2020-05-28;0;39;255779
69;2020-05-28;3;49;235508
69;2020-05-28;4;59;220390
69;2020-05-28;2;69;179326
69;2020-05-28;3;79;136780
69;2020-05-28;3;89;79378
69;2020-05-28;0;90;23366
69;2020-05-28;23;0;1876051
69;2020-05-29;0;09;236754
69;2020-05-29;0;19;241388
69;2020-05-29;1;29;267382
69;2020-05-29;0;39;255779
69;2020-05-29;0;49;235508
69;2020-05-29;1;59;220390
69;2020-05-29;2;69;179326
69;2020-05-29;2;79;136780
69;2020-05-29;0;89;79378
69;2020-05-29;0;90;23366
69;2020-05-29;6;0;1876051
69;2020-05-30;1;09;236754
69;2020-05-30;0;19;241388
69;2020-05-30;2;29;267382
69;2020-05-30;1;39;255779
69;2020-05-30;0;49;235508
69;2020-05-30;1;59;220390
69;2020-05-30;0;69;179326
69;2020-05-30;0;79;136780
69;2020-05-30;2;89;79378
69;2020-05-30;0;90;23366
69;2020-05-30;7;0;1876051
69;2020-05-31;0;09;236754
69;2020-05-31;0;19;241388
69;2020-05-31;0;29;267382
69;2020-05-31;0;39;255779
69;2020-05-31;0;49;235508
69;2020-05-31;0;59;220390
69;2020-05-31;0;69;179326
69;2020-05-31;1;79;136780
69;2020-05-31;0;89;79378
69;2020-05-31;0;90;23366
69;2020-05-31;1;0;1876051
69;2020-06-01;0;09;236754
69;2020-06-01;0;19;241388
69;2020-06-01;0;29;267382
69;2020-06-01;0;39;255779
69;2020-06-01;0;49;235508
69;2020-06-01;2;59;220390
69;2020-06-01;0;69;179326
69;2020-06-01;0;79;136780
69;2020-06-01;0;89;79378
69;2020-06-01;0;90;23366
69;2020-06-01;2;0;1876051
69;2020-06-02;0;09;236754
69;2020-06-02;0;19;241388
69;2020-06-02;5;29;267382
69;2020-06-02;3;39;255779
69;2020-06-02;1;49;235508
69;2020-06-02;0;59;220390
69;2020-06-02;0;69;179326
69;2020-06-02;1;79;136780
69;2020-06-02;2;89;79378
69;2020-06-02;6;90;23366
69;2020-06-02;18;0;1876051
69;2020-06-03;0;09;236754
69;2020-06-03;2;19;241388
69;2020-06-03;1;29;267382
69;2020-06-03;3;39;255779
69;2020-06-03;0;49;235508
69;2020-06-03;0;59;220390
69;2020-06-03;2;69;179326
69;2020-06-03;0;79;136780
69;2020-06-03;2;89;79378
69;2020-06-03;7;90;23366
69;2020-06-03;17;0;1876051
69;2020-06-04;0;09;236754
69;2020-06-04;0;19;241388
69;2020-06-04;1;29;267382
69;2020-06-04;2;39;255779
69;2020-06-04;0;49;235508
69;2020-06-04;3;59;220390
69;2020-06-04;0;69;179326
69;2020-06-04;1;79;136780
69;2020-06-04;3;89;79378
69;2020-06-04;6;90;23366
69;2020-06-04;16;0;1876051
69;2020-06-05;0;09;236754
69;2020-06-05;1;19;241388
69;2020-06-05;3;29;267382
69;2020-06-05;2;39;255779
69;2020-06-05;1;49;235508
69;2020-06-05;0;59;220390
69;2020-06-05;0;69;179326
69;2020-06-05;2;79;136780
69;2020-06-05;2;89;79378
69;2020-06-05;0;90;23366
69;2020-06-05;11;0;1876051
69;2020-06-06;0;09;236754
69;2020-06-06;0;19;241388
69;2020-06-06;2;29;267382
69;2020-06-06;1;39;255779
69;2020-06-06;0;49;235508
69;2020-06-06;0;59;220390
69;2020-06-06;2;69;179326
69;2020-06-06;1;79;136780
69;2020-06-06;1;89;79378
69;2020-06-06;0;90;23366
69;2020-06-06;7;0;1876051
69;2020-06-07;0;09;236754
69;2020-06-07;0;19;241388
69;2020-06-07;0;29;267382
69;2020-06-07;0;39;255779
69;2020-06-07;0;49;235508
69;2020-06-07;0;59;220390
69;2020-06-07;0;69;179326
69;2020-06-07;0;79;136780
69;2020-06-07;1;89;79378
69;2020-06-07;1;90;23366
69;2020-06-07;2;0;1876051
69;2020-06-08;0;09;236754
69;2020-06-08;1;19;241388
69;2020-06-08;1;29;267382
69;2020-06-08;1;39;255779
69;2020-06-08;0;49;235508
69;2020-06-08;2;59;220390
69;2020-06-08;1;69;179326
69;2020-06-08;0;79;136780
69;2020-06-08;1;89;79378
69;2020-06-08;1;90;23366
69;2020-06-08;8;0;1876051
69;2020-06-09;0;09;236754
69;2020-06-09;1;19;241388
69;2020-06-09;3;29;267382
69;2020-06-09;2;39;255779
69;2020-06-09;1;49;235508
69;2020-06-09;1;59;220390
69;2020-06-09;1;69;179326
69;2020-06-09;0;79;136780
69;2020-06-09;0;89;79378
69;2020-06-09;1;90;23366
69;2020-06-09;10;0;1876051
69;2020-06-10;0;09;236754
69;2020-06-10;0;19;241388
69;2020-06-10;2;29;267382
69;2020-06-10;2;39;255779
69;2020-06-10;0;49;235508
69;2020-06-10;1;59;220390
69;2020-06-10;0;69;179326
69;2020-06-10;0;79;136780
69;2020-06-10;1;89;79378
69;2020-06-10;2;90;23366
69;2020-06-10;8;0;1876051
69;2020-06-11;1;09;236754
69;2020-06-11;1;19;241388
69;2020-06-11;1;29;267382
69;2020-06-11;3;39;255779
69;2020-06-11;0;49;235508
69;2020-06-11;0;59;220390
69;2020-06-11;0;69;179326
69;2020-06-11;0;79;136780
69;2020-06-11;1;89;79378
69;2020-06-11;0;90;23366
69;2020-06-11;7;0;1876051
69;2020-06-12;1;09;236754
69;2020-06-12;3;19;241388
69;2020-06-12;3;29;267382
69;2020-06-12;1;39;255779
69;2020-06-12;4;49;235508
69;2020-06-12;1;59;220390
69;2020-06-12;0;69;179326
69;2020-06-12;4;79;136780
69;2020-06-12;1;89;79378
69;2020-06-12;0;90;23366
69;2020-06-12;18;0;1876051
69;2020-06-13;0;09;236754
69;2020-06-13;0;19;241388
69;2020-06-13;0;29;267382
69;2020-06-13;1;39;255779
69;2020-06-13;1;49;235508
69;2020-06-13;0;59;220390
69;2020-06-13;0;69;179326
69;2020-06-13;1;79;136780
69;2020-06-13;0;89;79378
69;2020-06-13;0;90;23366
69;2020-06-13;3;0;1876051
69;2020-06-14;0;09;236754
69;2020-06-14;0;19;241388
69;2020-06-14;1;29;267382
69;2020-06-14;0;39;255779
69;2020-06-14;0;49;235508
69;2020-06-14;2;59;220390
69;2020-06-14;0;69;179326
69;2020-06-14;0;79;136780
69;2020-06-14;1;89;79378
69;2020-06-14;1;90;23366
69;2020-06-14;5;0;1876051
69;2020-06-15;5;09;236754
69;2020-06-15;2;19;241388
69;2020-06-15;3;29;267382
69;2020-06-15;6;39;255779
69;2020-06-15;0;49;235508
69;2020-06-15;1;59;220390
69;2020-06-15;0;69;179326
69;2020-06-15;0;79;136780
69;2020-06-15;1;89;79378
69;2020-06-15;1;90;23366
69;2020-06-15;19;0;1876051
69;2020-06-16;0;09;236754
69;2020-06-16;2;19;241388
69;2020-06-16;1;29;267382
69;2020-06-16;1;39;255779
69;2020-06-16;0;49;235508
69;2020-06-16;1;59;220390
69;2020-06-16;1;69;179326
69;2020-06-16;0;79;136780
69;2020-06-16;0;89;79378
69;2020-06-16;2;90;23366
69;2020-06-16;8;0;1876051
69;2020-06-17;7;09;236754
69;2020-06-17;1;19;241388
69;2020-06-17;4;29;267382
69;2020-06-17;1;39;255779
69;2020-06-17;1;49;235508
69;2020-06-17;1;59;220390
69;2020-06-17;0;69;179326
69;2020-06-17;1;79;136780
69;2020-06-17;2;89;79378
69;2020-06-17;0;90;23366
69;2020-06-17;18;0;1876051
69;2020-06-18;0;09;236754
69;2020-06-18;0;19;241388
69;2020-06-18;1;29;267382
69;2020-06-18;0;39;255779
69;2020-06-18;1;49;235508
69;2020-06-18;1;59;220390
69;2020-06-18;2;69;179326
69;2020-06-18;0;79;136780
69;2020-06-18;0;89;79378
69;2020-06-18;0;90;23366
69;2020-06-18;5;0;1876051
69;2020-06-19;2;09;236754
69;2020-06-19;5;19;241388
69;2020-06-19;2;29;267382
69;2020-06-19;4;39;255779
69;2020-06-19;3;49;235508
69;2020-06-19;0;59;220390
69;2020-06-19;1;69;179326
69;2020-06-19;0;79;136780
69;2020-06-19;1;89;79378
69;2020-06-19;0;90;23366
69;2020-06-19;18;0;1876051
69;2020-06-20;3;09;236754
69;2020-06-20;4;19;241388
69;2020-06-20;0;29;267382
69;2020-06-20;0;39;255779
69;2020-06-20;4;49;235508
69;2020-06-20;1;59;220390
69;2020-06-20;0;69;179326
69;2020-06-20;0;79;136780
69;2020-06-20;0;89;79378
69;2020-06-20;3;90;23366
69;2020-06-20;15;0;1876051
69;2020-06-21;0;09;236754
69;2020-06-21;0;19;241388
69;2020-06-21;0;29;267382
69;2020-06-21;0;39;255779
69;2020-06-21;0;49;235508
69;2020-06-21;0;59;220390
69;2020-06-21;0;69;179326
69;2020-06-21;0;79;136780
69;2020-06-21;0;89;79378
69;2020-06-21;0;90;23366
69;2020-06-21;0;0;1876051
69;2020-06-22;2;09;236754
69;2020-06-22;1;19;241388
69;2020-06-22;0;29;267382
69;2020-06-22;0;39;255779
69;2020-06-22;3;49;235508
69;2020-06-22;1;59;220390
69;2020-06-22;1;69;179326
69;2020-06-22;3;79;136780
69;2020-06-22;2;89;79378
69;2020-06-22;0;90;23366
69;2020-06-22;13;0;1876051
69;2020-06-23;0;09;236754
69;2020-06-23;1;19;241388
69;2020-06-23;1;29;267382
69;2020-06-23;1;39;255779
69;2020-06-23;3;49;235508
69;2020-06-23;3;59;220390
69;2020-06-23;0;69;179326
69;2020-06-23;1;79;136780
69;2020-06-23;1;89;79378
69;2020-06-23;1;90;23366
69;2020-06-23;12;0;1876051
69;2020-06-24;6;09;236754
69;2020-06-24;4;19;241388
69;2020-06-24;2;29;267382
69;2020-06-24;5;39;255779
69;2020-06-24;4;49;235508
69;2020-06-24;4;59;220390
69;2020-06-24;1;69;179326
69;2020-06-24;2;79;136780
69;2020-06-24;1;89;79378
69;2020-06-24;2;90;23366
69;2020-06-24;31;0;1876051
69;2020-06-25;0;09;236754
69;2020-06-25;2;19;241388
69;2020-06-25;2;29;267382
69;2020-06-25;4;39;255779
69;2020-06-25;4;49;235508
69;2020-06-25;5;59;220390
69;2020-06-25;0;69;179326
69;2020-06-25;2;79;136780
69;2020-06-25;0;89;79378
69;2020-06-25;0;90;23366
69;2020-06-25;19;0;1876051
69;2020-06-26;0;09;236754
69;2020-06-26;4;19;241388
69;2020-06-26;5;29;267382
69;2020-06-26;1;39;255779
69;2020-06-26;1;49;235508
69;2020-06-26;3;59;220390
69;2020-06-26;0;69;179326
69;2020-06-26;3;79;136780
69;2020-06-26;1;89;79378
69;2020-06-26;1;90;23366
69;2020-06-26;19;0;1876051
69;2020-06-27;2;09;236754
69;2020-06-27;0;19;241388
69;2020-06-27;3;29;267382
69;2020-06-27;0;39;255779
69;2020-06-27;4;49;235508
69;2020-06-27;0;59;220390
69;2020-06-27;1;69;179326
69;2020-06-27;0;79;136780
69;2020-06-27;0;89;79378
69;2020-06-27;1;90;23366
69;2020-06-27;11;0;1876051
69;2020-06-28;0;09;236754
69;2020-06-28;0;19;241388
