dep;jour;P;cl_age90;pop
28;2020-11-12;7;89;21607
28;2020-11-12;2;90;7110
28;2020-11-12;104;0;429425
28;2020-11-13;3;09;51917
28;2020-11-13;17;19;54349
28;2020-11-13;15;29;39348
28;2020-11-13;19;39;51269
28;2020-11-13;25;49;55770
28;2020-11-13;11;59;57755
28;2020-11-13;24;69;53420
28;2020-11-13;13;79;36880
28;2020-11-13;8;89;21607
28;2020-11-13;5;90;7110
28;2020-11-13;140;0;429425
28;2020-11-14;4;09;51917
28;2020-11-14;16;19;54349
28;2020-11-14;16;29;39348
28;2020-11-14;10;39;51269
28;2020-11-14;12;49;55770
28;2020-11-14;10;59;57755
28;2020-11-14;7;69;53420
28;2020-11-14;5;79;36880
28;2020-11-14;2;89;21607
28;2020-11-14;2;90;7110
28;2020-11-14;84;0;429425
28;2020-11-15;1;09;51917
28;2020-11-15;1;19;54349
28;2020-11-15;1;29;39348
28;2020-11-15;0;39;51269
28;2020-11-15;2;49;55770
28;2020-11-15;2;59;57755
28;2020-11-15;0;69;53420
28;2020-11-15;2;79;36880
28;2020-11-15;2;89;21607
28;2020-11-15;0;90;7110
28;2020-11-15;11;0;429425
28;2020-11-16;1;09;51917
28;2020-11-16;10;19;54349
28;2020-11-16;15;29;39348
28;2020-11-16;15;39;51269
28;2020-11-16;31;49;55770
28;2020-11-16;20;59;57755
28;2020-11-16;17;69;53420
28;2020-11-16;6;79;36880
28;2020-11-16;6;89;21607
28;2020-11-16;5;90;7110
28;2020-11-16;126;0;429425
28;2020-11-17;4;09;51917
28;2020-11-17;30;19;54349
28;2020-11-17;23;29;39348
28;2020-11-17;17;39;51269
28;2020-11-17;24;49;55770
28;2020-11-17;27;59;57755
28;2020-11-17;17;69;53420
28;2020-11-17;15;79;36880
28;2020-11-17;9;89;21607
28;2020-11-17;9;90;7110
28;2020-11-17;175;0;429425
28;2020-11-18;3;09;51917
28;2020-11-18;22;19;54349
28;2020-11-18;8;29;39348
28;2020-11-18;13;39;51269
28;2020-11-18;17;49;55770
28;2020-11-18;16;59;57755
28;2020-11-18;11;69;53420
28;2020-11-18;11;79;36880
28;2020-11-18;10;89;21607
28;2020-11-18;11;90;7110
28;2020-11-18;122;0;429425
28;2020-11-19;2;09;51917
28;2020-11-19;16;19;54349
28;2020-11-19;11;29;39348
28;2020-11-19;17;39;51269
28;2020-11-19;21;49;55770
28;2020-11-19;15;59;57755
28;2020-11-19;9;69;53420
28;2020-11-19;9;79;36880
28;2020-11-19;4;89;21607
28;2020-11-19;1;90;7110
28;2020-11-19;105;0;429425
28;2020-11-20;5;09;51917
28;2020-11-20;15;19;54349
28;2020-11-20;14;29;39348
28;2020-11-20;16;39;51269
28;2020-11-20;12;49;55770
28;2020-11-20;12;59;57755
28;2020-11-20;12;69;53420
28;2020-11-20;3;79;36880
28;2020-11-20;5;89;21607
28;2020-11-20;2;90;7110
28;2020-11-20;96;0;429425
28;2020-11-21;0;09;51917
28;2020-11-21;5;19;54349
28;2020-11-21;10;29;39348
28;2020-11-21;9;39;51269
28;2020-11-21;7;49;55770
28;2020-11-21;2;59;57755
28;2020-11-21;4;69;53420
28;2020-11-21;2;79;36880
28;2020-11-21;4;89;21607
28;2020-11-21;0;90;7110
28;2020-11-21;43;0;429425
28;2020-11-22;2;09;51917
28;2020-11-22;2;19;54349
28;2020-11-22;0;29;39348
28;2020-11-22;0;39;51269
28;2020-11-22;1;49;55770
28;2020-11-22;1;59;57755
28;2020-11-22;1;69;53420
28;2020-11-22;1;79;36880
28;2020-11-22;0;89;21607
28;2020-11-22;2;90;7110
28;2020-11-22;10;0;429425
28;2020-11-23;0;09;51917
28;2020-11-23;10;19;54349
28;2020-11-23;11;29;39348
28;2020-11-23;13;39;51269
28;2020-11-23;8;49;55770
28;2020-11-23;14;59;57755
28;2020-11-23;6;69;53420
28;2020-11-23;5;79;36880
28;2020-11-23;16;89;21607
28;2020-11-23;10;90;7110
28;2020-11-23;93;0;429425
28;2020-11-24;1;09;51917
28;2020-11-24;11;19;54349
28;2020-11-24;3;29;39348
28;2020-11-24;14;39;51269
28;2020-11-24;7;49;55770
28;2020-11-24;12;59;57755
28;2020-11-24;7;69;53420
28;2020-11-24;7;79;36880
28;2020-11-24;7;89;21607
28;2020-11-24;7;90;7110
28;2020-11-24;76;0;429425
28;2020-11-25;6;09;51917
28;2020-11-25;7;19;54349
28;2020-11-25;6;29;39348
28;2020-11-25;4;39;51269
28;2020-11-25;9;49;55770
28;2020-11-25;6;59;57755
28;2020-11-25;4;69;53420
28;2020-11-25;8;79;36880
28;2020-11-25;10;89;21607
28;2020-11-25;18;90;7110
28;2020-11-25;78;0;429425
28;2020-11-26;3;09;51917
28;2020-11-26;8;19;54349
28;2020-11-26;4;29;39348
28;2020-11-26;11;39;51269
28;2020-11-26;7;49;55770
28;2020-11-26;14;59;57755
28;2020-11-26;7;69;53420
28;2020-11-26;3;79;36880
28;2020-11-26;2;89;21607
28;2020-11-26;4;90;7110
28;2020-11-26;63;0;429425
28;2020-11-27;5;09;51917
28;2020-11-27;15;19;54349
28;2020-11-27;6;29;39348
28;2020-11-27;7;39;51269
28;2020-11-27;13;49;55770
28;2020-11-27;12;59;57755
28;2020-11-27;6;69;53420
28;2020-11-27;6;79;36880
28;2020-11-27;4;89;21607
28;2020-11-27;5;90;7110
28;2020-11-27;79;0;429425
28;2020-11-28;1;09;51917
28;2020-11-28;1;19;54349
28;2020-11-28;2;29;39348
28;2020-11-28;3;39;51269
28;2020-11-28;1;49;55770
28;2020-11-28;2;59;57755
28;2020-11-28;2;69;53420
28;2020-11-28;0;79;36880
28;2020-11-28;0;89;21607
28;2020-11-28;0;90;7110
28;2020-11-28;12;0;429425
28;2020-11-29;0;09;51917
28;2020-11-29;0;19;54349
28;2020-11-29;0;29;39348
28;2020-11-29;0;39;51269
28;2020-11-29;0;49;55770
28;2020-11-29;0;59;57755
28;2020-11-29;0;69;53420
28;2020-11-29;1;79;36880
28;2020-11-29;0;89;21607
28;2020-11-29;1;90;7110
28;2020-11-29;2;0;429425
28;2020-11-30;0;09;51917
28;2020-11-30;8;19;54349
28;2020-11-30;6;29;39348
28;2020-11-30;12;39;51269
28;2020-11-30;17;49;55770
28;2020-11-30;8;59;57755
28;2020-11-30;11;69;53420
28;2020-11-30;7;79;36880
28;2020-11-30;9;89;21607
28;2020-11-30;5;90;7110
28;2020-11-30;83;0;429425
28;2020-12-01;2;09;51917
28;2020-12-01;2;19;54349
28;2020-12-01;8;29;39348
28;2020-12-01;10;39;51269
28;2020-12-01;8;49;55770
28;2020-12-01;9;59;57755
28;2020-12-01;5;69;53420
28;2020-12-01;9;79;36880
28;2020-12-01;19;89;21607
28;2020-12-01;3;90;7110
28;2020-12-01;75;0;429425
28;2020-12-02;1;09;51917
28;2020-12-02;13;19;54349
28;2020-12-02;11;29;39348
28;2020-12-02;8;39;51269
28;2020-12-02;15;49;55770
28;2020-12-02;7;59;57755
28;2020-12-02;7;69;53420
28;2020-12-02;5;79;36880
28;2020-12-02;9;89;21607
28;2020-12-02;1;90;7110
28;2020-12-02;77;0;429425
28;2020-12-03;2;09;51917
28;2020-12-03;9;19;54349
28;2020-12-03;10;29;39348
28;2020-12-03;22;39;51269
28;2020-12-03;10;49;55770
28;2020-12-03;12;59;57755
28;2020-12-03;5;69;53420
28;2020-12-03;5;79;36880
28;2020-12-03;4;89;21607
28;2020-12-03;2;90;7110
28;2020-12-03;81;0;429425
28;2020-12-04;3;09;51917
28;2020-12-04;9;19;54349
28;2020-12-04;6;29;39348
28;2020-12-04;18;39;51269
28;2020-12-04;20;49;55770
28;2020-12-04;10;59;57755
28;2020-12-04;6;69;53420
28;2020-12-04;2;79;36880
28;2020-12-04;1;89;21607
28;2020-12-04;1;90;7110
28;2020-12-04;76;0;429425
28;2020-12-05;1;09;51917
28;2020-12-05;3;19;54349
28;2020-12-05;2;29;39348
28;2020-12-05;5;39;51269
28;2020-12-05;6;49;55770
28;2020-12-05;1;59;57755
28;2020-12-05;1;69;53420
28;2020-12-05;1;79;36880
28;2020-12-05;4;89;21607
28;2020-12-05;1;90;7110
28;2020-12-05;25;0;429425
28;2020-12-06;0;09;51917
28;2020-12-06;1;19;54349
28;2020-12-06;0;29;39348
28;2020-12-06;2;39;51269
28;2020-12-06;0;49;55770
28;2020-12-06;0;59;57755
28;2020-12-06;0;69;53420
28;2020-12-06;1;79;36880
28;2020-12-06;1;89;21607
28;2020-12-06;1;90;7110
28;2020-12-06;6;0;429425
28;2020-12-07;1;09;51917
28;2020-12-07;6;19;54349
28;2020-12-07;6;29;39348
28;2020-12-07;11;39;51269
28;2020-12-07;15;49;55770
28;2020-12-07;24;59;57755
28;2020-12-07;11;69;53420
28;2020-12-07;7;79;36880
28;2020-12-07;7;89;21607
28;2020-12-07;5;90;7110
28;2020-12-07;93;0;429425
28;2020-12-08;2;09;51917
28;2020-12-08;7;19;54349
28;2020-12-08;5;29;39348
28;2020-12-08;11;39;51269
28;2020-12-08;21;49;55770
28;2020-12-08;11;59;57755
28;2020-12-08;10;69;53420
28;2020-12-08;7;79;36880
28;2020-12-08;2;89;21607
28;2020-12-08;1;90;7110
28;2020-12-08;77;0;429425
28;2020-12-09;5;09;51917
28;2020-12-09;17;19;54349
28;2020-12-09;4;29;39348
28;2020-12-09;13;39;51269
28;2020-12-09;11;49;55770
28;2020-12-09;10;59;57755
28;2020-12-09;6;69;53420
28;2020-12-09;4;79;36880
28;2020-12-09;5;89;21607
28;2020-12-09;4;90;7110
28;2020-12-09;79;0;429425
28;2020-12-10;2;09;51917
28;2020-12-10;10;19;54349
28;2020-12-10;9;29;39348
28;2020-12-10;8;39;51269
28;2020-12-10;13;49;55770
28;2020-12-10;10;59;57755
28;2020-12-10;5;69;53420
28;2020-12-10;6;79;36880
28;2020-12-10;5;89;21607
28;2020-12-10;6;90;7110
28;2020-12-10;74;0;429425
28;2020-12-11;4;09;51917
28;2020-12-11;10;19;54349
28;2020-12-11;8;29;39348
28;2020-12-11;13;39;51269
28;2020-12-11;12;49;55770
28;2020-12-11;12;59;57755
28;2020-12-11;3;69;53420
28;2020-12-11;5;79;36880
28;2020-12-11;3;89;21607
28;2020-12-11;2;90;7110
28;2020-12-11;72;0;429425
28;2020-12-12;1;09;51917
28;2020-12-12;5;19;54349
28;2020-12-12;3;29;39348
28;2020-12-12;4;39;51269
28;2020-12-12;7;49;55770
28;2020-12-12;4;59;57755
28;2020-12-12;1;69;53420
28;2020-12-12;1;79;36880
28;2020-12-12;1;89;21607
28;2020-12-12;4;90;7110
28;2020-12-12;31;0;429425
28;2020-12-13;1;09;51917
28;2020-12-13;0;19;54349
28;2020-12-13;1;29;39348
28;2020-12-13;1;39;51269
28;2020-12-13;0;49;55770
28;2020-12-13;2;59;57755
28;2020-12-13;2;69;53420
28;2020-12-13;0;79;36880
28;2020-12-13;1;89;21607
28;2020-12-13;0;90;7110
28;2020-12-13;8;0;429425
28;2020-12-14;2;09;51917
28;2020-12-14;15;19;54349
28;2020-12-14;11;29;39348
28;2020-12-14;17;39;51269
28;2020-12-14;22;49;55770
28;2020-12-14;8;59;57755
28;2020-12-14;7;69;53420
28;2020-12-14;5;79;36880
28;2020-12-14;3;89;21607
28;2020-12-14;2;90;7110
28;2020-12-14;92;0;429425
28;2020-12-15;6;09;51917
28;2020-12-15;11;19;54349
28;2020-12-15;13;29;39348
28;2020-12-15;12;39;51269
28;2020-12-15;15;49;55770
28;2020-12-15;16;59;57755
28;2020-12-15;8;69;53420
28;2020-12-15;5;79;36880
28;2020-12-15;5;89;21607
28;2020-12-15;1;90;7110
28;2020-12-15;93;0;429425
28;2020-12-16;1;09;51917
28;2020-12-16;8;19;54349
28;2020-12-16;7;29;39348
28;2020-12-16;10;39;51269
28;2020-12-16;11;49;55770
28;2020-12-16;11;59;57755
28;2020-12-16;9;69;53420
28;2020-12-16;4;79;36880
28;2020-12-16;1;89;21607
28;2020-12-16;4;90;7110
28;2020-12-16;66;0;429425
28;2020-12-17;1;09;51917
28;2020-12-17;11;19;54349
28;2020-12-17;6;29;39348
28;2020-12-17;10;39;51269
28;2020-12-17;7;49;55770
28;2020-12-17;8;59;57755
28;2020-12-17;8;69;53420
28;2020-12-17;5;79;36880
28;2020-12-17;1;89;21607
28;2020-12-17;7;90;7110
28;2020-12-17;64;0;429425
28;2020-12-18;5;09;51917
28;2020-12-18;10;19;54349
28;2020-12-18;8;29;39348
28;2020-12-18;12;39;51269
28;2020-12-18;9;49;55770
28;2020-12-18;12;59;57755
28;2020-12-18;8;69;53420
28;2020-12-18;7;79;36880
28;2020-12-18;3;89;21607
28;2020-12-18;4;90;7110
28;2020-12-18;78;0;429425
28;2020-12-19;0;09;51917
28;2020-12-19;2;19;54349
28;2020-12-19;7;29;39348
28;2020-12-19;7;39;51269
28;2020-12-19;8;49;55770
28;2020-12-19;9;59;57755
28;2020-12-19;5;69;53420
28;2020-12-19;3;79;36880
28;2020-12-19;0;89;21607
28;2020-12-19;2;90;7110
28;2020-12-19;43;0;429425
28;2020-12-20;0;09;51917
28;2020-12-20;0;19;54349
28;2020-12-20;3;29;39348
28;2020-12-20;3;39;51269
28;2020-12-20;2;49;55770
28;2020-12-20;0;59;57755
28;2020-12-20;3;69;53420
28;2020-12-20;0;79;36880
28;2020-12-20;2;89;21607
28;2020-12-20;0;90;7110
28;2020-12-20;13;0;429425
28;2020-12-21;2;09;51917
28;2020-12-21;11;19;54349
28;2020-12-21;13;29;39348
28;2020-12-21;13;39;51269
28;2020-12-21;17;49;55770
28;2020-12-21;11;59;57755
28;2020-12-21;12;69;53420
28;2020-12-21;7;79;36880
28;2020-12-21;6;89;21607
28;2020-12-21;7;90;7110
28;2020-12-21;99;0;429425
28;2020-12-22;1;09;51917
28;2020-12-22;10;19;54349
28;2020-12-22;11;29;39348
28;2020-12-22;15;39;51269
28;2020-12-22;15;49;55770
28;2020-12-22;16;59;57755
28;2020-12-22;11;69;53420
28;2020-12-22;9;79;36880
28;2020-12-22;3;89;21607
28;2020-12-22;3;90;7110
28;2020-12-22;94;0;429425
28;2020-12-23;2;09;51917
28;2020-12-23;11;19;54349
28;2020-12-23;12;29;39348
28;2020-12-23;17;39;51269
28;2020-12-23;9;49;55770
28;2020-12-23;17;59;57755
28;2020-12-23;8;69;53420
28;2020-12-23;10;79;36880
28;2020-12-23;12;89;21607
28;2020-12-23;17;90;7110
28;2020-12-23;115;0;429425
28;2020-12-24;0;09;51917
28;2020-12-24;4;19;54349
28;2020-12-24;7;29;39348
28;2020-12-24;11;39;51269
28;2020-12-24;7;49;55770
28;2020-12-24;14;59;57755
28;2020-12-24;7;69;53420
28;2020-12-24;5;79;36880
28;2020-12-24;2;89;21607
28;2020-12-24;1;90;7110
28;2020-12-24;58;0;429425
28;2020-12-25;0;09;51917
28;2020-12-25;0;19;54349
28;2020-12-25;0;29;39348
28;2020-12-25;2;39;51269
28;2020-12-25;1;49;55770
28;2020-12-25;0;59;57755
28;2020-12-25;0;69;53420
28;2020-12-25;1;79;36880
28;2020-12-25;1;89;21607
28;2020-12-25;1;90;7110
28;2020-12-25;6;0;429425
28;2020-12-26;2;09;51917
28;2020-12-26;9;19;54349
28;2020-12-26;5;29;39348
28;2020-12-26;6;39;51269
28;2020-12-26;6;49;55770
28;2020-12-26;6;59;57755
28;2020-12-26;3;69;53420
28;2020-12-26;3;79;36880
28;2020-12-26;2;89;21607
28;2020-12-26;0;90;7110
28;2020-12-26;42;0;429425
28;2020-12-27;0;09;51917
28;2020-12-27;1;19;54349
28;2020-12-27;1;29;39348
28;2020-12-27;0;39;51269
28;2020-12-27;1;49;55770
28;2020-12-27;0;59;57755
28;2020-12-27;0;69;53420
28;2020-12-27;1;79;36880
28;2020-12-27;1;89;21607
28;2020-12-27;0;90;7110
28;2020-12-27;5;0;429425
28;2020-12-28;2;09;51917
28;2020-12-28;12;19;54349
28;2020-12-28;13;29;39348
28;2020-12-28;19;39;51269
28;2020-12-28;14;49;55770
28;2020-12-28;18;59;57755
28;2020-12-28;13;69;53420
28;2020-12-28;16;79;36880
28;2020-12-28;2;89;21607
28;2020-12-28;9;90;7110
28;2020-12-28;118;0;429425
28;2020-12-29;1;09;51917
28;2020-12-29;15;19;54349
28;2020-12-29;20;29;39348
28;2020-12-29;13;39;51269
28;2020-12-29;4;49;55770
28;2020-12-29;8;59;57755
28;2020-12-29;16;69;53420
28;2020-12-29;9;79;36880
28;2020-12-29;7;89;21607
28;2020-12-29;4;90;7110
28;2020-12-29;97;0;429425
28;2020-12-30;0;09;51917
28;2020-12-30;9;19;54349
28;2020-12-30;14;29;39348
28;2020-12-30;11;39;51269
28;2020-12-30;13;49;55770
28;2020-12-30;16;59;57755
28;2020-12-30;12;69;53420
28;2020-12-30;6;79;36880
28;2020-12-30;2;89;21607
28;2020-12-30;3;90;7110
28;2020-12-30;86;0;429425
28;2020-12-31;4;09;51917
28;2020-12-31;7;19;54349
28;2020-12-31;6;29;39348
28;2020-12-31;9;39;51269
28;2020-12-31;12;49;55770
28;2020-12-31;11;59;57755
28;2020-12-31;9;69;53420
28;2020-12-31;6;79;36880
28;2020-12-31;2;89;21607
28;2020-12-31;3;90;7110
28;2020-12-31;69;0;429425
28;2021-01-01;1;09;51917
28;2021-01-01;1;19;54349
28;2021-01-01;1;29;39348
28;2021-01-01;2;39;51269
28;2021-01-01;0;49;55770
28;2021-01-01;2;59;57755
28;2021-01-01;0;69;53420
28;2021-01-01;1;79;36880
28;2021-01-01;0;89;21607
28;2021-01-01;0;90;7110
28;2021-01-01;8;0;429425
28;2021-01-02;1;09;51917
28;2021-01-02;3;19;54349
28;2021-01-02;8;29;39348
28;2021-01-02;12;39;51269
28;2021-01-02;8;49;55770
28;2021-01-02;6;59;57755
28;2021-01-02;5;69;53420
28;2021-01-02;1;79;36880
28;2021-01-02;0;89;21607
28;2021-01-02;0;90;7110
28;2021-01-02;44;0;429425
28;2021-01-03;0;09;51917
28;2021-01-03;0;19;54349
28;2021-01-03;2;29;39348
28;2021-01-03;5;39;51269
28;2021-01-03;1;49;55770
28;2021-01-03;1;59;57755
28;2021-01-03;2;69;53420
28;2021-01-03;0;79;36880
28;2021-01-03;2;89;21607
28;2021-01-03;0;90;7110
28;2021-01-03;13;0;429425
28;2021-01-04;1;09;51917
28;2021-01-04;10;19;54349
28;2021-01-04;15;29;39348
28;2021-01-04;26;39;51269
28;2021-01-04;33;49;55770
28;2021-01-04;17;59;57755
28;2021-01-04;12;69;53420
28;2021-01-04;8;79;36880
28;2021-01-04;14;89;21607
28;2021-01-04;7;90;7110
28;2021-01-04;143;0;429425
28;2021-01-05;3;09;51917
28;2021-01-05;9;19;54349
28;2021-01-05;12;29;39348
28;2021-01-05;17;39;51269
28;2021-01-05;10;49;55770
28;2021-01-05;16;59;57755
28;2021-01-05;8;69;53420
28;2021-01-05;6;79;36880
28;2021-01-05;9;89;21607
28;2021-01-05;3;90;7110
28;2021-01-05;93;0;429425
28;2021-01-06;2;09;51917
28;2021-01-06;12;19;54349
28;2021-01-06;14;29;39348
28;2021-01-06;18;39;51269
28;2021-01-06;14;49;55770
28;2021-01-06;9;59;57755
28;2021-01-06;17;69;53420
28;2021-01-06;4;79;36880
28;2021-01-06;7;89;21607
28;2021-01-06;4;90;7110
28;2021-01-06;101;0;429425
28;2021-01-07;1;09;51917
28;2021-01-07;14;19;54349
28;2021-01-07;21;29;39348
28;2021-01-07;18;39;51269
28;2021-01-07;4;49;55770
28;2021-01-07;19;59;57755
28;2021-01-07;10;69;53420
28;2021-01-07;7;79;36880
28;2021-01-07;10;89;21607
28;2021-01-07;4;90;7110
28;2021-01-07;108;0;429425
28;2021-01-08;5;09;51917
28;2021-01-08;17;19;54349
28;2021-01-08;15;29;39348
28;2021-01-08;26;39;51269
28;2021-01-08;13;49;55770
28;2021-01-08;11;59;57755
28;2021-01-08;16;69;53420
28;2021-01-08;6;79;36880
28;2021-01-08;14;89;21607
28;2021-01-08;3;90;7110
28;2021-01-08;126;0;429425
28;2021-01-09;1;09;51917
28;2021-01-09;5;19;54349
28;2021-01-09;5;29;39348
28;2021-01-09;13;39;51269
28;2021-01-09;6;49;55770
28;2021-01-09;7;59;57755
28;2021-01-09;4;69;53420
28;2021-01-09;0;79;36880
28;2021-01-09;2;89;21607
28;2021-01-09;0;90;7110
28;2021-01-09;43;0;429425
28;2021-01-10;0;09;51917
28;2021-01-10;0;19;54349
28;2021-01-10;0;29;39348
28;2021-01-10;0;39;51269
28;2021-01-10;1;49;55770
28;2021-01-10;0;59;57755
28;2021-01-10;0;69;53420
28;2021-01-10;0;79;36880
28;2021-01-10;2;89;21607
28;2021-01-10;1;90;7110
28;2021-01-10;4;0;429425
28;2021-01-11;6;09;51917
28;2021-01-11;7;19;54349
28;2021-01-11;7;29;39348
28;2021-01-11;17;39;51269
28;2021-01-11;18;49;55770
28;2021-01-11;17;59;57755
28;2021-01-11;13;69;53420
28;2021-01-11;13;79;36880
28;2021-01-11;4;89;21607
28;2021-01-11;5;90;7110
28;2021-01-11;107;0;429425
28;2021-01-12;1;09;51917
28;2021-01-12;11;19;54349
28;2021-01-12;15;29;39348
28;2021-01-12;20;39;51269
28;2021-01-12;16;49;55770
28;2021-01-12;16;59;57755
28;2021-01-12;12;69;53420
28;2021-01-12;14;79;36880
28;2021-01-12;10;89;21607
28;2021-01-12;21;90;7110
28;2021-01-12;136;0;429425
28;2021-01-13;2;09;51917
28;2021-01-13;8;19;54349
28;2021-01-13;13;29;39348
28;2021-01-13;12;39;51269
28;2021-01-13;10;49;55770
28;2021-01-13;11;59;57755
28;2021-01-13;14;69;53420
28;2021-01-13;3;79;36880
28;2021-01-13;5;89;21607
28;2021-01-13;2;90;7110
28;2021-01-13;80;0;429425
28;2021-01-14;3;09;51917
28;2021-01-14;12;19;54349
28;2021-01-14;10;29;39348
28;2021-01-14;18;39;51269
28;2021-01-14;14;49;55770
28;2021-01-14;14;59;57755
28;2021-01-14;11;69;53420
28;2021-01-14;2;79;36880
28;2021-01-14;0;89;21607
28;2021-01-14;2;90;7110
28;2021-01-14;86;0;429425
28;2021-01-15;4;09;51917
28;2021-01-15;12;19;54349
28;2021-01-15;13;29;39348
28;2021-01-15;19;39;51269
28;2021-01-15;12;49;55770
28;2021-01-15;22;59;57755
28;2021-01-15;9;69;53420
28;2021-01-15;8;79;36880
28;2021-01-15;2;89;21607
28;2021-01-15;2;90;7110
28;2021-01-15;103;0;429425
28;2021-01-16;0;09;51917
28;2021-01-16;6;19;54349
28;2021-01-16;8;29;39348
28;2021-01-16;9;39;51269
28;2021-01-16;6;49;55770
28;2021-01-16;6;59;57755
28;2021-01-16;3;69;53420
28;2021-01-16;3;79;36880
28;2021-01-16;3;89;21607
28;2021-01-16;1;90;7110
28;2021-01-16;45;0;429425
28;2021-01-17;0;09;51917
28;2021-01-17;0;19;54349
28;2021-01-17;1;29;39348
28;2021-01-17;0;39;51269
28;2021-01-17;0;49;55770
28;2021-01-17;0;59;57755
28;2021-01-17;1;69;53420
28;2021-01-17;1;79;36880
28;2021-01-17;0;89;21607
28;2021-01-17;0;90;7110
28;2021-01-17;3;0;429425
28;2021-01-18;3;09;51917
28;2021-01-18;27;19;54349
28;2021-01-18;18;29;39348
28;2021-01-18;19;39;51269
28;2021-01-18;15;49;55770
28;2021-01-18;25;59;57755
28;2021-01-18;9;69;53420
28;2021-01-18;8;79;36880
28;2021-01-18;9;89;21607
28;2021-01-18;13;90;7110
28;2021-01-18;146;0;429425
28;2021-01-19;4;09;51917
28;2021-01-19;17;19;54349
28;2021-01-19;13;29;39348
28;2021-01-19;8;39;51269
28;2021-01-19;17;49;55770
28;2021-01-19;16;59;57755
28;2021-01-19;16;69;53420
28;2021-01-19;3;79;36880
28;2021-01-19;5;89;21607
28;2021-01-19;0;90;7110
28;2021-01-19;99;0;429425
28;2021-01-20;9;09;51917
28;2021-01-20;28;19;54349
28;2021-01-20;14;29;39348
28;2021-01-20;9;39;51269
28;2021-01-20;5;49;55770
28;2021-01-20;12;59;57755
28;2021-01-20;9;69;53420
28;2021-01-20;3;79;36880
28;2021-01-20;12;89;21607
28;2021-01-20;6;90;7110
28;2021-01-20;107;0;429425
28;2021-01-21;1;09;51917
28;2021-01-21;20;19;54349
28;2021-01-21;12;29;39348
28;2021-01-21;20;39;51269
28;2021-01-21;12;49;55770
28;2021-01-21;8;59;57755
28;2021-01-21;9;69;53420
28;2021-01-21;9;79;36880
28;2021-01-21;2;89;21607
28;2021-01-21;0;90;7110
28;2021-01-21;93;0;429425
28;2021-01-22;6;09;51917
28;2021-01-22;18;19;54349
28;2021-01-22;11;29;39348
28;2021-01-22;21;39;51269
28;2021-01-22;24;49;55770
28;2021-01-22;17;59;57755
28;2021-01-22;5;69;53420
28;2021-01-22;9;79;36880
28;2021-01-22;4;89;21607
28;2021-01-22;3;90;7110
28;2021-01-22;118;0;429425
28;2021-01-23;2;09;51917
28;2021-01-23;13;19;54349
28;2021-01-23;9;29;39348
28;2021-01-23;9;39;51269
28;2021-01-23;7;49;55770
28;2021-01-23;13;59;57755
28;2021-01-23;6;69;53420
28;2021-01-23;5;79;36880
28;2021-01-23;2;89;21607
28;2021-01-23;0;90;7110
28;2021-01-23;66;0;429425
28;2021-01-24;0;09;51917
28;2021-01-24;0;19;54349
28;2021-01-24;0;29;39348
28;2021-01-24;1;39;51269
28;2021-01-24;0;49;55770
28;2021-01-24;0;59;57755
28;2021-01-24;1;69;53420
28;2021-01-24;0;79;36880
28;2021-01-24;0;89;21607
28;2021-01-24;0;90;7110
28;2021-01-24;2;0;429425
28;2021-01-25;3;09;51917
28;2021-01-25;31;19;54349
28;2021-01-25;11;29;39348
28;2021-01-25;18;39;51269
28;2021-01-25;28;49;55770
28;2021-01-25;25;59;57755
28;2021-01-25;9;69;53420
28;2021-01-25;11;79;36880
28;2021-01-25;15;89;21607
28;2021-01-25;9;90;7110
28;2021-01-25;160;0;429425
28;2021-01-26;4;09;51917
28;2021-01-26;18;19;54349
28;2021-01-26;4;29;39348
28;2021-01-26;9;39;51269
28;2021-01-26;14;49;55770
28;2021-01-26;19;59;57755
28;2021-01-26;11;69;53420
28;2021-01-26;5;79;36880
28;2021-01-26;9;89;21607
28;2021-01-26;3;90;7110
28;2021-01-26;96;0;429425
28;2021-01-27;3;09;51917
28;2021-01-27;13;19;54349
28;2021-01-27;3;29;39348
28;2021-01-27;13;39;51269
28;2021-01-27;23;49;55770
28;2021-01-27;12;59;57755
28;2021-01-27;8;69;53420
28;2021-01-27;9;79;36880
28;2021-01-27;9;89;21607
28;2021-01-27;11;90;7110
28;2021-01-27;104;0;429425
28;2021-01-28;2;09;51917
28;2021-01-28;26;19;54349
28;2021-01-28;16;29;39348
28;2021-01-28;18;39;51269
28;2021-01-28;24;49;55770
28;2021-01-28;16;59;57755
28;2021-01-28;11;69;53420
28;2021-01-28;10;79;36880
28;2021-01-28;4;89;21607
28;2021-01-28;6;90;7110
28;2021-01-28;133;0;429425
28;2021-01-29;7;09;51917
28;2021-01-29;34;19;54349
28;2021-01-29;16;29;39348
28;2021-01-29;20;39;51269
28;2021-01-29;25;49;55770
28;2021-01-29;19;59;57755
28;2021-01-29;13;69;53420
28;2021-01-29;9;79;36880
28;2021-01-29;4;89;21607
28;2021-01-29;3;90;7110
28;2021-01-29;150;0;429425
28;2021-01-30;8;09;51917
28;2021-01-30;8;19;54349
28;2021-01-30;10;29;39348
28;2021-01-30;8;39;51269
28;2021-01-30;13;49;55770
28;2021-01-30;13;59;57755
28;2021-01-30;6;69;53420
28;2021-01-30;6;79;36880
28;2021-01-30;4;89;21607
28;2021-01-30;4;90;7110
28;2021-01-30;80;0;429425
28;2021-01-31;0;09;51917
