fra;jour;P_f;P_h;P;pop_f;pop_h;pop;cl_age90
FR;2020-11-17;1793;1378;3176;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-17;1570;1355;2926;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-17;1020;977;2010;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-17;785;758;1546;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-17;1037;566;1604;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-17;855;217;1074;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-17;12039;9535;21785;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-18;323;335;672;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-18;1150;1187;2379;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-18;1217;970;2193;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-18;1295;987;2287;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-18;1362;1070;2437;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-18;1280;1123;2411;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-18;788;828;1620;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-18;599;583;1182;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-18;849;439;1290;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-18;652;184;836;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-18;9518;7710;17328;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-19;285;351;647;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-19;1076;1114;2217;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-19;1148;929;2086;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-19;1376;912;2292;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-19;1391;1059;2452;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-19;1244;1061;2312;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-19;791;745;1543;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-19;602;540;1144;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-19;825;444;1272;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-19;655;187;842;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-19;9395;7347;16817;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-20;341;320;674;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-20;1125;1114;2262;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-20;1184;938;2124;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-20;1218;914;2132;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-20;1329;1061;2392;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-20;1220;996;2218;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-20;760;727;1491;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-20;531;529;1062;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-20;672;411;1083;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-20;559;186;745;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-20;8943;7199;16202;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-21;147;143;296;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-21;515;465;986;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-21;603;455;1060;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-21;554;472;1026;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-21;569;504;1073;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-21;523;492;1016;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-21;308;325;636;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-21;226;230;456;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-21;277;188;467;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-21;168;53;222;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-21;3892;3331;7244;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-22;36;29;67;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-22;98;74;173;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-22;134;104;238;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-22;144;94;238;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-22;144;100;244;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-22;132;102;234;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-22;61;86;147;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-22;65;78;143;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-22;118;91;209;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-22;99;38;137;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-22;1031;796;1830;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-23;306;308;628;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-23;1099;1097;2226;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-23;1263;941;2210;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-23;1445;1055;2506;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-23;1449;1159;2616;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-23;1357;1163;2526;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-23;761;747;1512;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-23;608;585;1194;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-23;877;478;1360;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-23;735;203;939;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-23;9907;7738;17726;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-24;200;207;412;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-24;842;770;1620;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-24;953;694;1650;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-24;1060;772;1840;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-24;1109;841;1956;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-24;1039;814;1858;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-24;646;577;1229;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-24;489;502;991;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-24;827;381;1210;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-24;722;219;942;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-24;7887;5778;13711;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-25;231;224;467;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-25;791;761;1570;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-25;923;725;1650;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-25;995;744;1743;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-25;1012;769;1783;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-25;979;739;1721;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-25;520;545;1067;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-25;454;375;831;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-25;660;351;1012;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-25;608;141;749;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-25;7176;5378;12601;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-26;196;216;417;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-26;781;759;1559;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-26;994;723;1720;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-26;1013;713;1727;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-26;1028;763;1798;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-26;933;769;1705;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-26;553;498;1052;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-26;391;391;783;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-26;668;327;998;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-26;559;158;720;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-26;7119;5321;12486;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-27;217;248;477;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-27;832;820;1676;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-27;954;744;1707;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-27;930;708;1638;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-27;1027;764;1794;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-27;932;809;1744;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-27;559;533;1095;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-27;452;397;850;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-27;541;339;881;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-27;414;138;552;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-27;6859;5502;12419;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-28;109;96;211;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-28;391;415;818;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-28;426;364;792;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-28;472;379;852;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-28;475;426;901;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-28;467;441;909;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-28;283;260;544;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-28;213;197;410;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-28;256;144;400;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-28;148;74;222;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-28;3240;2798;6061;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-29;18;25;43;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-29;65;55;121;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-29;124;81;205;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-29;153;95;248;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-29;113;94;207;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-29;93;69;162;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-29;54;75;129;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-29;55;84;139;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-29;124;83;207;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-29;82;42;124;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-29;881;704;1586;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-30;248;256;520;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-30;879;875;1780;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-30;1247;873;2123;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-30;1287;946;2238;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-30;1271;1009;2283;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-30;1173;981;2161;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-30;700;753;1454;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-30;523;491;1017;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-30;802;457;1259;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-30;771;201;973;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-30;8902;6844;15811;34692807.7476749;32422187.2523251;67114995;0
FR;2020-12-01;207;203;421;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-12-01;666;648;1332;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-12-01;954;647;1605;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-12-01;1022;703;1728;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-12-01;960;793;1756;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-12-01;895;745;1643;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-12-01;513;496;1010;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-12-01;425;379;807;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-12-01;759;396;1156;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-12-01;677;178;855;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-12-01;7081;5191;12320;34692807.7476749;32422187.2523251;67114995;0
FR;2020-12-02;183;187;377;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-12-02;687;679;1387;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-12-02;917;683;1604;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-12-02;910;677;1590;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-12-02;858;691;1555;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-12-02;810;684;1495;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-12-02;459;517;981;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-12-02;421;363;786;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-12-02;636;319;955;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-12-02;581;154;736;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-12-02;6463;4955;11471;34692807.7476749;32422187.2523251;67114995;0
FR;2020-12-03;170;202;380;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-12-03;667;712;1391;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-12-03;974;752;1731;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-12-03;1005;685;1693;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-12-03;977;701;1683;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-12-03;919;757;1679;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-12-03;555;502;1062;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-12-03;360;367;727;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-12-03;612;312;925;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-12-03;561;146;707;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-12-03;6801;5137;11981;34692807.7476749;32422187.2523251;67114995;0
FR;2020-12-04;217;234;462;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-12-04;782;727;1523;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-12-04;968;747;1720;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-12-04;987;773;1764;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-12-04;994;795;1790;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-12-04;948;748;1700;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-12-04;656;567;1229;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-12-04;438;381;820;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-12-04;543;317;861;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-12-04;456;162;618;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-12-04;6991;5453;12491;34692807.7476749;32422187.2523251;67114995;0
FR;2020-12-05;105;222;333;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-12-05;389;353;751;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-12-05;500;416;917;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-12-05;525;432;959;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-12-05;552;404;956;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-12-05;510;425;935;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-12-05;316;281;599;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-12-05;217;193;410;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-12-05;265;171;436;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-12-05;172;55;227;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-12-05;3552;2952;6525;34692807.7476749;32422187.2523251;67114995;0
FR;2020-12-06;20;25;45;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-12-06;69;65;134;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-12-06;128;85;213;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-12-06;136;102;238;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-12-06;107;103;210;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-12-06;110;83;193;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-12-06;68;86;155;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-12-06;76;84;160;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-12-06;155;83;238;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-12-06;101;45;146;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-12-06;970;761;1732;34692807.7476749;32422187.2523251;67114995;0
FR;2020-12-07;264;266;535;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-12-07;880;901;1793;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-12-07;1295;996;2294;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-12-07;1380;1103;2485;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-12-07;1322;1061;2386;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-12-07;1301;1058;2366;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-12-07;804;794;1602;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-12-07;582;519;1103;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-12-07;746;402;1148;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-12-07;694;189;885;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-12-07;9271;7290;16602;34692807.7476749;32422187.2523251;67114995;0
FR;2020-12-08;192;203;401;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-12-08;739;714;1468;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-12-08;1029;813;1847;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-12-08;1085;815;1906;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-12-08;1033;782;1817;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-12-08;950;810;1767;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-12-08;619;595;1215;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-12-08;464;439;904;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-12-08;678;346;1024;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-12-08;626;149;775;672069.992695578;240510.613577276;912580.606272853;90
