"dataset.id";"dataset.title";"dataset.slug";"dataset.url";"dataset.organization";"dataset.organization_id";"dataset.license";"dataset.private";"id";"url";"title";"description";"filetype";"format";"mime";"filesize";"checksum.type";"checksum.value";"created_at";"modified";"downloads"
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"29f4d7e5-e347-4bd7-b72e-20bb9b43f96f";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210616-210720/sg-epci-opendata-2021-06-16-21h07.csv";"sg-epci-opendata-2021-06-16-21h07.csv";"";"file";"csv";"text/csv";4957488;"sha1";"5edabb313a83493931833451d0ed77010cad6bb3";"2021-06-16T21:07:20.948000";"2021-06-16T21:07:21.875000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"9de9966f-4629-44af-ae24-87a9896d87bd";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210616-210708/sg-com-opendata-2021-06-16-21h06.csv";"sg-com-opendata-2021-06-16-21h06.csv";"";"file";"csv";"text/csv";119931846;"sha1";"89ae235f6ffe1a80ae77e3eb65721a22ecb70769";"2021-06-16T21:07:14.121000";"2021-06-16T21:07:15.339000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"48cb51b8-0d29-4dbe-8781-ae80f539874e";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210615-200824/sg-iris-opendata-2021-06-15-20h07.csv";"sg-iris-opendata-2021-06-15-20h07.csv";"";"file";"csv";"text/csv";181831101;"sha1";"2ab6a9d6f8de5cd7b46a33fc1ac3797b3ed55ca1";"2021-06-15T20:08:32.152000";"2021-06-15T20:08:33.025000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"1e6cf571-4715-416f-bc98-1aefb2de43ee";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210615-200637/sg-epci-opendata-2021-06-15-20h06.csv";"sg-epci-opendata-2021-06-15-20h06.csv";"";"file";"csv";"text/csv";4960110;"sha1";"6879476f714a8c5852c11cb575673e58ca938be8";"2021-06-15T20:06:37.767000";"2021-06-15T20:06:38.687000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"bf7c3b26-3ca5-4f6f-abd6-0752eb242203";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210615-200626/sg-com-opendata-2021-06-15-20h05.csv";"sg-com-opendata-2021-06-15-20h05.csv";"";"file";"csv";"text/csv";119978248;"sha1";"7f9c51519682ac9fe1bac08cad52af9f2b72ba6d";"2021-06-15T20:06:31.668000";"2021-06-15T20:06:32.468000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"2ec62218-271d-45e5-af66-e2eda62a0bd8";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210614-190922/sg-epci-opendata-2021-06-14-19h09.csv";"sg-epci-opendata-2021-06-14-19h09.csv";"";"file";"csv";"text/csv";4962814;"sha1";"cdb183d5bf58574af35f011e0b8df8ae692cb621";"2021-06-14T19:09:22.982000";"2021-06-14T19:09:23.943000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"4b29b44e-f3db-417c-86fd-73cfaae4fced";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210614-190908/sg-iris-opendata-2021-06-14-19h08.csv";"sg-iris-opendata-2021-06-14-19h08.csv";"";"file";"csv";"text/csv";181917427;"sha1";"7282afc8b1f591bc3e7ef89ed864ba306f20625d";"2021-06-14T19:09:16.879000";"2021-06-14T19:09:17.818000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"1122dc6e-38c1-42f6-80a7-4e5145bc95d6";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210614-190714/sg-com-opendata-2021-06-14-19h06.csv";"sg-com-opendata-2021-06-14-19h06.csv";"";"file";"csv";"text/csv";120033779;"sha1";"5ffff8aecaace7541517ae8e9a2c03ffcd84dc46";"2021-06-14T19:07:19.404000";"2021-06-14T19:07:20.332000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"d7e1648f-1d05-4676-a98f-0e35b9702285";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210613-190848/sg-epci-opendata-2021-06-13-19h08.csv";"sg-epci-opendata-2021-06-13-19h08.csv";"";"file";"csv";"text/csv";4965553;"sha1";"7a7e32111e451a34c6fe377be9fd056ac2b63405";"2021-06-13T19:08:49.189000";"2021-06-13T19:08:49.916000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"80c51b5c-37ea-4287-8cf7-47a1e1f20d99";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210613-190833/sg-iris-opendata-2021-06-13-19h07.csv";"sg-iris-opendata-2021-06-13-19h07.csv";"";"file";"csv";"text/csv";182005200;"sha1";"2001fd7e489f63fa1b930e407ad71773a30c4802";"2021-06-13T19:08:41.697000";"2021-06-13T19:08:42.546000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"c7bdfadb-b185-4396-af81-e7b6d682206a";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210613-190703/sg-com-opendata-2021-06-13-19h06.csv";"sg-com-opendata-2021-06-13-19h06.csv";"";"file";"csv";"text/csv";120090330;"sha1";"c8b9bbe15a87dc377793c96e3a3620cd7f6c372a";"2021-06-13T19:07:08.694000";"2021-06-13T19:07:09.460000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"ed8a9d18-244b-4812-a06f-33bcf44b1f85";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210612-190920/sg-com-opendata-2021-06-12-19h08.csv";"sg-com-opendata-2021-06-12-19h08.csv";"";"file";"csv";"text/csv";120147691;"sha1";"387324e22a3be3355f3cc4e97b0681caa27325ba";"2021-06-12T19:09:25.811000";"2021-06-12T19:09:26.722000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"f5c8afb5-948c-41f9-99dc-5fa603c3d1ef";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210612-190802/sg-iris-opendata-2021-06-12-19h06.csv";"sg-iris-opendata-2021-06-12-19h06.csv";"";"file";"csv";"text/csv";182095275;"sha1";"cc26350a2aa88eb2a4686f2a9e2a58cd3c59bf74";"2021-06-12T19:08:10.410000";"2021-06-12T19:08:11.329000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"2dd926b7-a51f-4342-b88b-07ce3871667f";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210612-190622/sg-epci-opendata-2021-06-12-19h06.csv";"sg-epci-opendata-2021-06-12-19h06.csv";"";"file";"csv";"text/csv";4968432;"sha1";"b728a5d3378493de0ffce7cb0dfef97610dfaaed";"2021-06-12T19:06:22.580000";"2021-06-12T19:06:23.387000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"c227d31a-f9d5-4d4b-b2bd-1e04b2550522";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210611-190924/sg-com-opendata-2021-06-11-19h08.csv";"sg-com-opendata-2021-06-11-19h08.csv";"";"file";"csv";"text/csv";120207720;"sha1";"2395146113a50838f85bb43359f5f45cf1faca22";"2021-06-11T19:09:29.725000";"2021-06-11T19:09:30.628000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"268c496a-10b1-4426-bd2c-7011a8269d91";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210611-190802/sg-iris-opendata-2021-06-11-19h07.csv";"sg-iris-opendata-2021-06-11-19h07.csv";"";"file";"csv";"text/csv";182189506;"sha1";"02e7b8da3935af015997b9f4c97c10d71c958b60";"2021-06-11T19:08:10.439000";"2021-06-11T19:08:11.171000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"65e031e3-15a5-453d-9784-e2dcc739c534";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210611-190628/sg-epci-opendata-2021-06-11-19h06.csv";"sg-epci-opendata-2021-06-11-19h06.csv";"";"file";"csv";"text/csv";4971296;"sha1";"0ee02c4064709c93c005259dc969ddff85922fc8";"2021-06-11T19:06:28.700000";"2021-06-11T19:06:29.520000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"2449ff19-4220-41f8-93ad-4a3825313401";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210610-190836/sg-epci-opendata-2021-06-10-19h08.csv";"sg-epci-opendata-2021-06-10-19h08.csv";"";"file";"csv";"text/csv";4974150;"sha1";"a7f14b0dc09c195fad42fcfdda2e2c66f67a386a";"2021-06-10T19:08:36.649000";"2021-06-10T19:08:37.317000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"7846b83a-5c0b-470c-9732-67e661e8a6c7";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210610-190826/sg-com-opendata-2021-06-10-19h07.csv";"sg-com-opendata-2021-06-10-19h07.csv";"";"file";"csv";"text/csv";120264943;"sha1";"92ba22690d71dd3a8c4983808617a3e7ce6d5d25";"2021-06-10T19:08:30.968000";"2021-06-10T19:08:31.750000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"a8e01fa7-b6d1-44a5-8fc2-d103cfeb9d2f";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210610-190706/sg-iris-opendata-2021-06-10-19h05.csv";"sg-iris-opendata-2021-06-10-19h05.csv";"";"file";"csv";"text/csv";182279815;"sha1";"612aee3593dacdb1a0d4eed88b009811e2bfe20a";"2021-06-10T19:07:13.807000";"2021-06-10T19:07:14.680000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"4ba0edd3-9a5f-4a3e-831e-1ee156b22f7d";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210609-190906/sg-iris-opendata-2021-06-09-19h07.csv";"sg-iris-opendata-2021-06-09-19h07.csv";"";"file";"csv";"text/csv";182366642;"sha1";"2bb29eccd91f8a358e00117b81b2042ba72d307f";"2021-06-09T19:09:14.148000";"2021-06-09T19:09:14.939000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"49f08e1a-d0c4-4850-a1bb-0b3b02525043";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210609-190713/sg-com-opendata-2021-06-09-19h06.csv";"sg-com-opendata-2021-06-09-19h06.csv";"";"file";"csv";"text/csv";120319453;"sha1";"09ca4ccd47ab3912c7bcec249f1e74e33ad83f6d";"2021-06-09T19:07:19.219000";"2021-06-09T19:07:20.004000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"3c666b7f-d9fd-43fe-88a1-5bbab1bf9ca5";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210609-190607/sg-epci-opendata-2021-06-09-19h06.csv";"sg-epci-opendata-2021-06-09-19h06.csv";"";"file";"csv";"text/csv";4976919;"sha1";"7f40c22ebff537e816b84ef36a926247850519ec";"2021-06-09T19:06:07.741000";"2021-06-09T19:06:09.449000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"7f02e9b5-9fd6-4d5c-aa18-63d3eebfd0ed";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210608-190824/sg-iris-opendata-2021-06-08-19h07.csv";"sg-iris-opendata-2021-06-08-19h07.csv";"";"file";"csv";"text/csv";182454846;"sha1";"75cc1cba2f9539b18389f7a777b4109153a7b4f0";"2021-06-08T19:08:32.063000";"2021-06-08T19:08:32.937000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"0456d53c-3f94-4e2d-bcec-b84ebe7d5b5f";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210608-190642/sg-epci-opendata-2021-06-08-19h06.csv";"sg-epci-opendata-2021-06-08-19h06.csv";"";"file";"csv";"text/csv";4979840;"sha1";"38dc9e88f0511ac8bd4063429b2f453b69e3b604";"2021-06-08T19:06:43.175000";"2021-06-08T19:06:43.991000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"c8d7f186-8d6f-4215-847b-e57ba2fa3d6d";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210608-190632/sg-com-opendata-2021-06-08-19h05.csv";"sg-com-opendata-2021-06-08-19h05.csv";"";"file";"csv";"text/csv";120374875;"sha1";"abe852a0a6ceb34e1213504e3c7b5d7e8356a22b";"2021-06-08T19:06:37.263000";"2021-06-08T19:06:38.058000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"9e0c1828-a2ad-43a5-a47b-447a0ef8fc9c";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210607-190923/sg-epci-opendata-2021-06-07-19h09.csv";"sg-epci-opendata-2021-06-07-19h09.csv";"";"file";"csv";"text/csv";4980736;"sha1";"e52861b1b29d4777606e918a1d31b3d227e7958f";"2021-06-07T19:09:23.633000";"2021-06-07T19:09:24.490000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"0ecaebc4-bdd5-4a3a-af89-ac58e3ec6ab9";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210607-190912/sg-com-opendata-2021-06-07-19h08.csv";"sg-com-opendata-2021-06-07-19h08.csv";"";"file";"csv";"text/csv";120434539;"sha1";"f030181cb41d4392a53e29fe64379626d430e8c8";"2021-06-07T19:09:17.733000";"2021-06-07T19:09:18.500000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"eb7ec3b0-a8da-4c1f-8f16-3db24ec09871";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210607-190816/sg-iris-opendata-2021-06-07-19h07.csv";"sg-iris-opendata-2021-06-07-19h07.csv";"";"file";"csv";"text/csv";182549201;"sha1";"91e5efc3d5c2875a26cbfd033ee4c8e6c2746ac9";"2021-06-07T19:08:24.327000";"2021-06-07T19:08:25.198000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"c8db18fc-d469-4a47-befd-8c2755cc47e3";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210606-191056/sg-epci-opendata-2021-06-06-19h10.csv";"sg-epci-opendata-2021-06-06-19h10.csv";"";"file";"csv";"text/csv";4986531;"sha1";"41b3734155d2f7d765a9e4239489530fda8c4083";"2021-06-06T19:10:56.867000";"2021-06-06T19:10:57.689000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"a6a93d15-65a7-42a5-a10a-ea15c169f36e";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210606-191037/sg-com-opendata-2021-06-06-19h09.csv";"sg-com-opendata-2021-06-06-19h09.csv";"";"file";"csv";"text/csv";120498067;"sha1";"a983ba10a204711f088e346a8345d3df844a8823";"2021-06-06T19:10:48.400000";"2021-06-06T19:10:49.816000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"beae64a8-5ab7-41d2-b106-74561787fd2b";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210606-190859/sg-iris-opendata-2021-06-06-19h07.csv";"sg-iris-opendata-2021-06-06-19h07.csv";"";"file";"csv";"text/csv";182649036;"sha1";"e9568d04baf190961de02cddc60faf1b6501a37a";"2021-06-06T19:09:15.156000";"2021-06-06T19:09:16.063000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"993a4097-a152-47f8-8ca5-b6a98cb75698";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210605-190910/sg-epci-opendata-2021-06-05-19h09.csv";"sg-epci-opendata-2021-06-05-19h09.csv";"";"file";"csv";"text/csv";4990106;"sha1";"c20e4b3ee8f65ef551ee998f660e612710c9fdf7";"2021-06-05T19:09:11.107000";"2021-06-05T19:09:12.020000";0
"5f8fe1290de5138270132602";"Données de laboratoires infra-départementales durant l'épidémie COVID-19";"donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19";"https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/";"Santé publique France";"5e721a395d57f93d0bed451f";"Licence Ouverte / Open Licence version 2.0";False;"352ddc6b-409a-4088-8b3b-2d35d557ed97";"https://static.data.gouv.fr/resources/donnees-de-laboratoires-infra-departementales-durant-lepidemie-covid-19/20210605-190900/sg-com-opendata-2021-06-05-19h08.csv";"sg-com-opendata-2021-06-05-19h08.csv";"";"file";"csv";"text/csv";120562829;"sha1";"274b95f22e2781e9d81223a242d67150dd4edb96";"2021-06-05T19:09:05.276000";"2021-06-05T19:09:06.036000";0
