fra;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
FR;2021-03-31-2021-04-06;79;7120;55.1;5732;80.5;267;3.8;639;9;482;6.8
FR;2021-03-31-2021-04-06;89;4318;59;3348;77.5;186;4.3;437;10.1;347;8
FR;2021-03-31-2021-04-06;90;1734;58.9;1297;74.8;77;4.4;214;12.3;146;8.4
FR;2021-04-01-2021-04-07;09;6999;55.3;5377;76.8;259;3.7;1000;14.3;363;5.2
FR;2021-04-01-2021-04-07;19;19898;51.5;16447;82.7;687;3.5;1744;8.8;1020;5.1
FR;2021-04-01-2021-04-07;29;21579;48.1;17554;81.3;877;4.1;1930;8.9;1218;5.6
FR;2021-04-01-2021-04-07;39;21105;48.2;17462;82.7;851;4;1744;8.3;1048;5
FR;2021-04-01-2021-04-07;49;21954;50.1;18414;83.9;893;4.1;1577;7.2;1070;4.9
FR;2021-04-01-2021-04-07;59;19399;52;16117;83.1;813;4.2;1464;7.5;1005;5.2
FR;2021-04-01-2021-04-07;69;12437;53.1;10248;82.4;503;4;988;7.9;698;5.6
FR;2021-04-01-2021-04-07;79;7278;55.5;5878;80.8;284;3.9;646;8.9;470;6.5
FR;2021-04-01-2021-04-07;89;4380;58.6;3419;78.1;177;4;445;10.2;339;7.7
FR;2021-04-01-2021-04-07;90;1799;58.8;1368;76;81;4.5;214;11.9;136;7.6
FR;2021-04-02-2021-04-08;09;6685;55.9;5188;77.6;245;3.7;910;13.6;342;5.1
FR;2021-04-02-2021-04-08;19;19355;51.8;16069;83;641;3.3;1641;8.5;1004;5.2
FR;2021-04-02-2021-04-08;29;21871;48.7;17839;81.6;880;4;1923;8.8;1229;5.6
FR;2021-04-02-2021-04-08;39;21189;48.7;17602;83.1;841;4;1714;8.1;1032;4.9
FR;2021-04-02-2021-04-08;49;22210;50.8;18544;83.5;927;4.2;1636;7.4;1103;5
FR;2021-04-02-2021-04-08;59;19563;52.4;16253;83.1;825;4.2;1463;7.5;1022;5.2
FR;2021-04-02-2021-04-08;69;12570;53.6;10320;82.1;516;4.1;1025;8.2;709;5.6
FR;2021-04-02-2021-04-08;79;7234;55.3;5847;80.8;282;3.9;638;8.8;467;6.5
FR;2021-04-02-2021-04-08;89;4392;58.7;3457;78.7;180;4.1;451;10.3;304;6.9
FR;2021-04-02-2021-04-08;90;1792;59.2;1376;76.8;79;4.4;200;11.2;137;7.6
FR;2021-04-03-2021-04-09;09;6523;56.4;5117;78.4;229;3.5;853;13.1;324;5
FR;2021-04-03-2021-04-09;19;19093;52.3;15864;83.1;643;3.4;1625;8.5;961;5
FR;2021-04-03-2021-04-09;29;22075;49;18083;81.9;864;3.9;1929;8.7;1199;5.4
FR;2021-04-03-2021-04-09;39;21245;48.9;17720;83.4;803;3.8;1707;8;1015;4.8
FR;2021-04-03-2021-04-09;49;22258;51.1;18550;83.3;942;4.2;1668;7.5;1098;4.9
FR;2021-04-03-2021-04-09;59;19731;52.8;16399;83.1;821;4.2;1501;7.6;1010;5.1
FR;2021-04-03-2021-04-09;69;12604;53.4;10359;82.2;504;4;1035;8.2;706;5.6
FR;2021-04-03-2021-04-09;79;7292;55;5864;80.4;288;3.9;662;9.1;478;6.6
FR;2021-04-03-2021-04-09;89;4293;58.1;3374;78.6;177;4.1;427;9.9;315;7.3
FR;2021-04-03-2021-04-09;90;1749;58.4;1338;76.5;74;4.2;193;11;144;8.2
FR;2021-04-04-2021-04-10;09;6393;56.4;5069;79.3;208;3.3;816;12.8;300;4.7
FR;2021-04-04-2021-04-10;19;18846;52.2;15758;83.6;608;3.2;1560;8.3;920;4.9
FR;2021-04-04-2021-04-10;29;22113;48.8;18083;81.8;884;4;1936;8.8;1210;5.5
FR;2021-04-04-2021-04-10;39;21215;48.9;17702;83.4;816;3.8;1712;8.1;985;4.6
FR;2021-04-04-2021-04-10;49;22128;50.9;18460;83.4;932;4.2;1640;7.4;1096;5
FR;2021-04-04-2021-04-10;59;19678;52.7;16386;83.3;808;4.1;1503;7.6;981;5
FR;2021-04-04-2021-04-10;69;12666;53.7;10476;82.7;485;3.8;1033;8.2;672;5.3
FR;2021-04-04-2021-04-10;79;7288;54.9;5884;80.7;285;3.9;662;9.1;457;6.3
FR;2021-04-04-2021-04-10;89;4293;58.2;3391;79;164;3.8;438;10.2;300;7
FR;2021-04-04-2021-04-10;90;1737;58.6;1337;77;58;3.3;201;11.6;141;8.1
FR;2021-04-05-2021-04-11;09;6364;56.3;5053;79.4;209;3.3;802;12.6;300;4.7
FR;2021-04-05-2021-04-11;19;18893;52.3;15795;83.6;616;3.3;1556;8.2;926;4.9
FR;2021-04-05-2021-04-11;29;22116;48.8;18102;81.9;867;3.9;1939;8.8;1208;5.5
FR;2021-04-05-2021-04-11;39;21260;49;17721;83.4;809;3.8;1736;8.2;994;4.7
FR;2021-04-05-2021-04-11;49;22150;51;18478;83.4;928;4.2;1650;7.4;1094;4.9
FR;2021-04-05-2021-04-11;59;19738;52.9;16425;83.2;813;4.1;1517;7.7;983;5
FR;2021-04-05-2021-04-11;69;12662;53.7;10481;82.8;488;3.9;1028;8.1;665;5.3
FR;2021-04-05-2021-04-11;79;7284;54.9;5881;80.7;276;3.8;666;9.1;461;6.3
FR;2021-04-05-2021-04-11;89;4321;58.4;3422;79.2;154;3.6;444;10.3;301;7
FR;2021-04-05-2021-04-11;90;1742;58.7;1345;77.2;59;3.4;198;11.4;140;8
FR;2021-04-06-2021-04-12;09;7478;56.7;5960;79.7;237;3.2;930;12.4;351;4.7
FR;2021-04-06-2021-04-12;19;22422;52.8;18769;83.7;737;3.3;1832;8.2;1084;4.8
FR;2021-04-06-2021-04-12;29;26343;49.2;21632;82.1;1039;3.9;2240;8.5;1432;5.4
FR;2021-04-06-2021-04-12;39;25365;49.6;21151;83.4;984;3.9;2067;8.1;1163;4.6
FR;2021-04-06-2021-04-12;49;26528;51.7;22162;83.5;1115;4.2;1978;7.5;1273;4.8
FR;2021-04-06-2021-04-12;59;23676;53;19713;83.3;971;4.1;1844;7.8;1148;4.8
FR;2021-04-06-2021-04-12;69;15241;54.2;12619;82.8;577;3.8;1262;8.3;783;5.1
FR;2021-04-06-2021-04-12;79;8658;55.3;7037;81.3;334;3.9;771;8.9;516;6
FR;2021-04-06-2021-04-12;89;4950;58.7;3940;79.6;179;3.6;494;10;337;6.8
FR;2021-04-06-2021-04-12;90;1990;59.8;1541;77.4;68;3.4;230;11.6;151;7.6
FR;2021-04-07-2021-04-13;09;6993;58;5564;79.6;228;3.3;886;12.7;315;4.5
FR;2021-04-07-2021-04-13;19;21164;53.9;17679;83.5;723;3.4;1742;8.2;1020;4.8
FR;2021-04-07-2021-04-13;29;24864;50.1;20376;81.9;985;4;2189;8.8;1314;5.3
FR;2021-04-07-2021-04-13;39;23784;50.5;19738;83;942;4;2040;8.6;1064;4.5
FR;2021-04-07-2021-04-13;49;24571;52.6;20454;83.2;1051;4.3;1887;7.7;1179;4.8
FR;2021-04-07-2021-04-13;59;22021;53.9;18327;83.2;893;4.1;1774;8.1;1027;4.7
FR;2021-04-07-2021-04-13;69;14280;55.1;11792;82.6;547;3.8;1243;8.7;698;4.9
FR;2021-04-07-2021-04-13;79;8205;56;6690;81.5;330;4;730;8.9;455;5.5
FR;2021-04-07-2021-04-13;89;4732;59.1;3783;79.9;184;3.9;474;10;291;6.1
FR;2021-04-07-2021-04-13;90;1920;60.9;1494;77.8;61;3.2;220;11.5;145;7.6
FR;2021-04-08-2021-04-14;09;6740;58;5354;79.4;222;3.3;858;12.7;306;4.5
FR;2021-04-08-2021-04-14;19;20253;53.7;16910;83.5;717;3.5;1664;8.2;962;4.7
FR;2021-04-08-2021-04-14;29;23837;49.5;19528;81.9;953;4;2130;8.9;1226;5.1
FR;2021-04-08-2021-04-14;39;22669;50.2;18735;82.6;954;4.2;1972;8.7;1008;4.4
FR;2021-04-08-2021-04-14;49;23362;52.3;19387;83;982;4.2;1872;8;1121;4.8
FR;2021-04-08-2021-04-14;59;21110;53.5;17516;83;869;4.1;1765;8.4;960;4.5
FR;2021-04-08-2021-04-14;69;13671;54.4;11250;82.3;574;4.2;1193;8.7;654;4.8
FR;2021-04-08-2021-04-14;79;7888;55.6;6414;81.3;311;3.9;734;9.3;429;5.4
FR;2021-04-08-2021-04-14;89;4598;59.2;3678;80;169;3.7;479;10.4;272;5.9
FR;2021-04-08-2021-04-14;90;1862;61.6;1435;77.1;54;2.9;233;12.5;140;7.5
FR;2021-04-09-2021-04-15;09;6482;57.7;5165;79.7;220;3.4;819;12.6;278;4.3
FR;2021-04-09-2021-04-15;19;19412;53.2;16205;83.5;684;3.5;1643;8.5;880;4.5
FR;2021-04-09-2021-04-15;29;22915;48.8;18763;81.9;950;4.1;2095;9.1;1107;4.8
FR;2021-04-09-2021-04-15;39;21734;49.6;17926;82.5;909;4.2;1959;9;940;4.3
FR;2021-04-09-2021-04-15;49;22179;51.3;18421;83.1;919;4.1;1851;8.3;988;4.5
FR;2021-04-09-2021-04-15;59;20325;52.6;16886;83.1;846;4.2;1725;8.5;868;4.3
FR;2021-04-09-2021-04-15;69;13169;53.4;10860;82.5;536;4.1;1183;9;590;4.5
FR;2021-04-09-2021-04-15;79;7675;55.3;6271;81.7;283;3.7;737;9.6;384;5
FR;2021-04-09-2021-04-15;89;4499;58.7;3574;79.4;169;3.8;492;10.9;264;5.9
FR;2021-04-09-2021-04-15;90;1861;61.7;1433;77;56;3;245;13.2;127;6.8
FR;2021-04-10-2021-04-16;09;6207;57.8;4960;79.9;217;3.5;769;12.4;261;4.2
FR;2021-04-10-2021-04-16;19;18933;53.7;15845;83.7;686;3.6;1594;8.4;808;4.3
FR;2021-04-10-2021-04-16;29;22422;48.9;18379;82;975;4.3;2060;9.2;1008;4.5
FR;2021-04-10-2021-04-16;39;21433;49.9;17573;82;964;4.5;1991;9.3;905;4.2
FR;2021-04-10-2021-04-16;49;21645;51.5;18068;83.5;901;4.2;1786;8.3;890;4.1
FR;2021-04-10-2021-04-16;59;19945;52.5;16588;83.2;872;4.4;1660;8.3;825;4.1
FR;2021-04-10-2021-04-16;69;12861;53.5;10566;82.2;564;4.4;1186;9.2;545;4.2
FR;2021-04-10-2021-04-16;79;7433;55.4;6103;82.1;278;3.7;715;9.6;337;4.5
FR;2021-04-10-2021-04-16;89;4403;58.8;3510;79.7;154;3.5;503;11.4;236;5.4
FR;2021-04-10-2021-04-16;90;1911;62.8;1468;76.8;65;3.4;264;13.8;114;6
FR;2021-04-11-2021-04-17;09;6159;58.1;4901;79.6;224;3.6;776;12.6;258;4.2
FR;2021-04-11-2021-04-17;19;18631;54.2;15555;83.5;691;3.7;1599;8.6;786;4.2
FR;2021-04-11-2021-04-17;29;22221;49.1;18219;82;966;4.3;2063;9.3;973;4.4
FR;2021-04-11-2021-04-17;39;21293;50.1;17481;82.1;942;4.4;1980;9.3;890;4.2
FR;2021-04-11-2021-04-17;49;21450;51.8;17883;83.4;890;4.1;1812;8.4;865;4
FR;2021-04-11-2021-04-17;59;19809;52.8;16449;83;904;4.6;1652;8.3;804;4.1
FR;2021-04-11-2021-04-17;69;12653;53.5;10368;81.9;565;4.5;1186;9.4;534;4.2
FR;2021-04-11-2021-04-17;79;7346;55.8;6008;81.8;274;3.7;726;9.9;338;4.6
FR;2021-04-11-2021-04-17;89;4340;58.7;3442;79.3;164;3.8;504;11.6;230;5.3
FR;2021-04-11-2021-04-17;90;1895;62.7;1458;76.9;67;3.5;255;13.5;115;6.1
FR;2021-04-12-2021-04-18;09;6153;58.4;4888;79.4;225;3.7;789;12.8;251;4.1
FR;2021-04-12-2021-04-18;19;18555;54.1;15495;83.5;680;3.7;1599;8.6;781;4.2
FR;2021-04-12-2021-04-18;29;22253;49.1;18253;82;966;4.3;2064;9.3;970;4.4
FR;2021-04-12-2021-04-18;39;21250;50.1;17464;82.2;935;4.4;1968;9.3;883;4.2
FR;2021-04-12-2021-04-18;49;21449;51.9;17877;83.3;899;4.2;1815;8.5;858;4
FR;2021-04-12-2021-04-18;59;19764;52.8;16411;83;909;4.6;1647;8.3;797;4
FR;2021-04-12-2021-04-18;69;12635;53.6;10358;82;564;4.5;1187;9.4;526;4.2
FR;2021-04-12-2021-04-18;79;7343;56.1;6007;81.8;278;3.8;726;9.9;332;4.5
FR;2021-04-12-2021-04-18;89;4296;58.4;3411;79.4;160;3.7;499;11.6;226;5.3
FR;2021-04-12-2021-04-18;90;1895;62.6;1463;77.2;65;3.4;249;13.1;118;6.2
FR;2021-04-13-2021-04-19;09;6081;58.5;4830;79.4;237;3.9;767;12.6;247;4.1
FR;2021-04-13-2021-04-19;19;18183;54.5;15177;83.5;714;3.9;1582;8.7;710;3.9
FR;2021-04-13-2021-04-19;29;21993;49.5;18003;81.9;1010;4.6;2070;9.4;910;4.1
FR;2021-04-13-2021-04-19;39;20914;50.3;17153;82;996;4.8;1932;9.2;833;4
FR;2021-04-13-2021-04-19;49;21088;52;17604;83.5;915;4.3;1763;8.4;806;3.8
FR;2021-04-13-2021-04-19;59;19480;53.1;16182;83.1;953;4.9;1594;8.2;751;3.9
FR;2021-04-13-2021-04-19;69;12322;53.4;10090;81.9;592;4.8;1137;9.2;503;4.1
FR;2021-04-13-2021-04-19;79;7134;55.9;5822;81.6;279;3.9;714;10;319;4.5
FR;2021-04-13-2021-04-19;89;4205;58.3;3335;79.3;156;3.7;509;12.1;205;4.9
FR;2021-04-13-2021-04-19;90;1907;62.2;1472;77.2;65;3.4;260;13.6;110;5.8
FR;2021-04-14-2021-04-20;09;6087;58.9;4874;80.1;248;4.1;724;11.9;241;4
FR;2021-04-14-2021-04-20;19;17799;54.5;14905;83.7;725;4.1;1506;8.5;663;3.7
FR;2021-04-14-2021-04-20;29;21954;49.7;18044;82.2;1041;4.7;2000;9.1;869;4
FR;2021-04-14-2021-04-20;39;20631;50.5;16978;82.3;1008;4.9;1821;8.8;824;4
FR;2021-04-14-2021-04-20;49;20678;52.1;17345;83.9;933;4.5;1667;8.1;733;3.5
FR;2021-04-14-2021-04-20;59;19096;53.1;15888;83.2;964;5;1527;8;717;3.8
FR;2021-04-14-2021-04-20;69;12149;53.4;9981;82.2;603;5;1079;8.9;486;4
FR;2021-04-14-2021-04-20;79;6957;56.1;5669;81.5;284;4.1;694;10;310;4.5
FR;2021-04-14-2021-04-20;89;4057;57.6;3223;79.4;149;3.7;488;12;197;4.9
FR;2021-04-14-2021-04-20;90;1870;62.2;1447;77.4;68;3.6;252;13.5;103;5.5
FR;2021-04-15-2021-04-21;09;6088;58.7;4923;80.9;259;4.3;672;11;234;3.8
FR;2021-04-15-2021-04-21;19;17525;54.4;14719;84;727;4.1;1450;8.3;629;3.6
FR;2021-04-15-2021-04-21;29;22209;50.3;18234;82.1;1136;5.1;2004;9;835;3.8
FR;2021-04-15-2021-04-21;39;20543;50.8;16895;82.2;1006;4.9;1827;8.9;815;4
FR;2021-04-15-2021-04-21;49;20618;52.7;17307;83.9;966;4.7;1634;7.9;711;3.4
FR;2021-04-15-2021-04-21;59;18893;53.5;15741;83.3;980;5.2;1481;7.8;691;3.7
FR;2021-04-15-2021-04-21;69;12010;53.7;9879;82.3;569;4.7;1085;9;477;4
FR;2021-04-15-2021-04-21;79;6852;56.2;5597;81.7;284;4.1;667;9.7;304;4.4
FR;2021-04-15-2021-04-21;89;4010;57.1;3186;79.5;150;3.7;480;12;194;4.8
FR;2021-04-15-2021-04-21;90;1908;61.9;1490;78.1;71;3.7;242;12.7;105;5.5
FR;2021-04-16-2021-04-22;09;6131;59.3;4949;80.7;262;4.3;694;11.3;226;3.7
FR;2021-04-16-2021-04-22;19;17384;54.9;14553;83.7;767;4.4;1450;8.3;614;3.5
FR;2021-04-16-2021-04-22;29;22247;50.9;18266;82.1;1154;5.2;2002;9;825;3.7
FR;2021-04-16-2021-04-22;39;20438;51.3;16736;81.9;1056;5.2;1855;9.1;791;3.9
FR;2021-04-16-2021-04-22;49;20530;53.3;17243;84;1005;4.9;1573;7.7;709;3.5
FR;2021-04-16-2021-04-22;59;18775;54.1;15626;83.2;1004;5.3;1491;7.9;654;3.5
FR;2021-04-16-2021-04-22;69;11872;54.1;9748;82.1;592;5;1050;8.8;482;4.1
FR;2021-04-16-2021-04-22;79;6723;56.2;5487;81.6;304;4.5;650;9.7;282;4.2
FR;2021-04-16-2021-04-22;89;3938;57.5;3117;79.2;153;3.9;474;12;194;4.9
FR;2021-04-16-2021-04-22;90;1858;60.8;1441;77.6;81;4.4;230;12.4;106;5.7
FR;2021-04-17-2021-04-23;09;6252;59.7;5021;80.3;290;4.6;706;11.3;235;3.8
FR;2021-04-17-2021-04-23;19;16734;54.3;13989;83.6;757;4.5;1405;8.4;583;3.5
FR;2021-04-17-2021-04-23;29;21856;50.6;17888;81.8;1167;5.3;1967;9;834;3.8
FR;2021-04-17-2021-04-23;39;19911;51.2;16361;82.2;1023;5.1;1769;8.9;758;3.8
FR;2021-04-17-2021-04-23;49;19975;53.2;16734;83.8;1020;5.1;1552;7.8;669;3.3
FR;2021-04-17-2021-04-23;59;18380;54.1;15293;83.2;989;5.4;1476;8;622;3.4
FR;2021-04-17-2021-04-23;69;11622;54;9538;82.1;572;4.9;1039;8.9;473;4.1
FR;2021-04-17-2021-04-23;79;6552;56;5343;81.5;297;4.5;643;9.8;269;4.1
FR;2021-04-17-2021-04-23;89;3852;56.9;3039;78.9;155;4;473;12.3;185;4.8
FR;2021-04-17-2021-04-23;90;1792;59.2;1397;78;75;4.2;218;12.2;102;5.7
FR;2021-04-18-2021-04-24;09;6336;59.6;5081;80.2;282;4.5;727;11.5;246;3.9
FR;2021-04-18-2021-04-24;19;16471;54.4;13743;83.4;773;4.7;1376;8.4;579;3.5
FR;2021-04-18-2021-04-24;29;21665;50.8;17711;81.7;1165;5.4;1961;9.1;828;3.8
FR;2021-04-18-2021-04-24;39;19651;51.3;16132;82.1;1038;5.3;1746;8.9;735;3.7
FR;2021-04-18-2021-04-24;49;19650;53.5;16437;83.6;1029;5.2;1533;7.8;651;3.3
FR;2021-04-18-2021-04-24;59;18052;54.2;15037;83.3;961;5.3;1448;8;606;3.4
FR;2021-04-18-2021-04-24;69;11508;54.2;9465;82.2;574;5;1009;8.8;460;4
FR;2021-04-18-2021-04-24;79;6480;55.7;5304;81.9;305;4.7;610;9.4;261;4
FR;2021-04-18-2021-04-24;89;3777;56.8;2997;79.3;146;3.9;458;12.1;176;4.7
FR;2021-04-18-2021-04-24;90;1779;59.4;1371;77.1;82;4.6;226;12.7;100;5.6
FR;2021-04-19-2021-04-25;09;6352;59.5;5096;80.2;286;4.5;720;11.3;250;3.9
FR;2021-04-19-2021-04-25;19;16470;54.5;13750;83.5;775;4.7;1373;8.3;572;3.5
FR;2021-04-19-2021-04-25;29;21492;50.8;17569;81.7;1156;5.4;1950;9.1;817;3.8
FR;2021-04-19-2021-04-25;39;19576;51.3;16058;82;1037;5.3;1747;8.9;734;3.7
FR;2021-04-19-2021-04-25;49;19573;53.6;16377;83.7;1035;5.3;1518;7.8;643;3.3
FR;2021-04-19-2021-04-25;59;17955;54.1;14955;83.3;960;5.3;1440;8;600;3.3
FR;2021-04-19-2021-04-25;69;11469;54.3;9426;82.2;573;5;1012;8.8;458;4
FR;2021-04-19-2021-04-25;79;6432;55.5;5272;82;300;4.7;606;9.4;254;3.9
FR;2021-04-19-2021-04-25;89;3749;56.8;2975;79.4;145;3.9;451;12;178;4.7
FR;2021-04-19-2021-04-25;90;1764;59.1;1351;76.6;83;4.7;236;13.4;94;5.3
FR;2021-04-20-2021-04-26;09;6420;59.6;5173;80.6;290;4.5;729;11.4;228;3.6
FR;2021-04-20-2021-04-26;19;15979;54.7;13343;83.5;731;4.6;1350;8.4;555;3.5
FR;2021-04-20-2021-04-26;29;20757;50.5;16952;81.7;1118;5.4;1926;9.3;761;3.7
FR;2021-04-20-2021-04-26;39;18857;51.3;15461;82;978;5.2;1715;9.1;703;3.7
FR;2021-04-20-2021-04-26;49;18454;53.4;15400;83.5;1007;5.5;1451;7.9;596;3.2
FR;2021-04-20-2021-04-26;59;17283;54.3;14411;83.4;917;5.3;1382;8;573;3.3
FR;2021-04-20-2021-04-26;69;11014;54.4;9065;82.3;548;5;987;9;414;3.8
FR;2021-04-20-2021-04-26;79;6116;55.8;4983;81.5;288;4.7;607;9.9;238;3.9
FR;2021-04-20-2021-04-26;89;3668;56.9;2911;79.4;138;3.8;447;12.2;172;4.7
FR;2021-04-20-2021-04-26;90;1769;59.8;1375;77.7;83;4.7;220;12.4;91;5.1
FR;2021-04-21-2021-04-27;09;6426;59.1;5128;79.8;278;4.3;785;12.2;235;3.7
FR;2021-04-21-2021-04-27;19;15511;54.7;12936;83.4;720;4.6;1339;8.6;516;3.3
FR;2021-04-21-2021-04-27;29;19903;50.2;16192;81.4;1080;5.4;1909;9.6;722;3.6
FR;2021-04-21-2021-04-27;39;18113;51;14780;81.6;971;5.4;1722;9.5;640;3.5
FR;2021-04-21-2021-04-27;49;17767;53.2;14718;82.8;977;5.5;1495;8.4;577;3.2
FR;2021-04-21-2021-04-27;59;16724;54.4;13902;83.1;892;5.3;1390;8.3;540;3.2
FR;2021-04-21-2021-04-27;69;10568;54.4;8637;81.7;531;5;1009;9.5;391;3.7
FR;2021-04-21-2021-04-27;79;5895;55.3;4784;81.2;269;4.6;622;10.6;220;3.7
FR;2021-04-21-2021-04-27;89;3514;56.3;2764;78.7;138;3.9;452;12.9;160;4.6
FR;2021-04-21-2021-04-27;90;1701;58.6;1322;77.7;76;4.5;223;13.1;80;4.7
FR;2021-04-22-2021-04-28;09;6427;59.2;5114;79.6;269;4.2;818;12.7;226;3.5
FR;2021-04-22-2021-04-28;19;15091;55;12499;82.8;740;4.9;1358;9;494;3.3
FR;2021-04-22-2021-04-28;29;18869;50;15301;81.1;1019;5.4;1845;9.8;704;3.7
FR;2021-04-22-2021-04-28;39;17425;51.1;14210;81.5;982;5.6;1645;9.4;588;3.4
FR;2021-04-22-2021-04-28;49;16877;52.9;13947;82.6;936;5.5;1457;8.6;537;3.2
FR;2021-04-22-2021-04-28;59;15942;53.9;13207;82.8;852;5.3;1363;8.5;520;3.3
FR;2021-04-22-2021-04-28;69;10175;54.5;8326;81.8;516;5.1;982;9.7;351;3.4
FR;2021-04-22-2021-04-28;79;5678;55.3;4588;80.8;261;4.6;635;11.2;194;3.4
FR;2021-04-22-2021-04-28;89;3389;56.6;2660;78.5;146;4.3;433;12.8;150;4.4
FR;2021-04-22-2021-04-28;90;1634;58.3;1235;75.6;86;5.3;234;14.3;79;4.8
FR;2021-04-23-2021-04-29;09;6476;59.2;5084;78.5;276;4.3;871;13.4;245;3.8
FR;2021-04-23-2021-04-29;19;14624;55;12090;82.7;735;5;1337;9.1;462;3.2
FR;2021-04-23-2021-04-29;29;18019;50;14571;80.9;999;5.5;1781;9.9;668;3.7
FR;2021-04-23-2021-04-29;39;16770;51.1;13681;81.6;957;5.7;1584;9.4;548;3.3
FR;2021-04-23-2021-04-29;49;16167;53.2;13300;82.3;895;5.5;1465;9.1;507;3.1
FR;2021-04-23-2021-04-29;59;15222;53.9;12576;82.6;821;5.4;1317;8.7;508;3.3
FR;2021-04-23-2021-04-29;69;9778;54.6;7995;81.8;495;5.1;963;9.8;325;3.3
FR;2021-04-23-2021-04-29;79;5454;55.6;4355;79.8;257;4.7;651;11.9;191;3.5
FR;2021-04-23-2021-04-29;89;3219;56.2;2532;78.7;135;4.2;420;13;132;4.1
FR;2021-04-23-2021-04-29;90;1598;59.2;1203;75.3;86;5.4;242;15.1;67;4.2
FR;2021-04-24-2021-04-30;09;6550;58.9;5106;78;277;4.2;917;14;250;3.8
FR;2021-04-24-2021-04-30;19;14509;54.9;11905;82.1;727;5;1407;9.7;470;3.2
FR;2021-04-24-2021-04-30;29;17288;50.1;13934;80.6;972;5.6;1766;10.2;616;3.6
FR;2021-04-24-2021-04-30;39;16094;51.1;13023;80.9;953;5.9;1589;9.9;529;3.3
FR;2021-04-24-2021-04-30;49;15524;53.1;12676;81.7;873;5.6;1469;9.5;506;3.3
FR;2021-04-24-2021-04-30;59;14604;53.7;11959;81.9;822;5.6;1340;9.2;483;3.3
FR;2021-04-24-2021-04-30;69;9390;54.6;7636;81.3;499;5.3;956;10.2;299;3.2
FR;2021-04-24-2021-04-30;79;5182;55.1;4109;79.3;255;4.9;644;12.4;174;3.4
FR;2021-04-24-2021-04-30;89;3110;56.6;2421;77.8;142;4.6;413;13.3;134;4.3
FR;2021-04-24-2021-04-30;90;1576;59.9;1184;75.1;88;5.6;234;14.8;70;4.4
FR;2021-04-25-2021-05-01;09;6020;59.3;4695;78;268;4.5;834;13.9;223;3.7
FR;2021-04-25-2021-05-01;19;13421;55.7;10991;81.9;670;5;1328;9.9;432;3.2
FR;2021-04-25-2021-05-01;29;15934;50.7;12835;80.6;911;5.7;1635;10.3;553;3.5
FR;2021-04-25-2021-05-01;39;14820;51.8;11941;80.6;882;6;1509;10.2;488;3.3
FR;2021-04-25-2021-05-01;49;14267;53.8;11641;81.6;811;5.7;1353;9.5;462;3.2
FR;2021-04-25-2021-05-01;59;13440;54.4;10962;81.6;779;5.8;1250;9.3;449;3.3
FR;2021-04-25-2021-05-01;69;8607;55.1;6959;80.9;464;5.4;912;10.6;272;3.2
FR;2021-04-25-2021-05-01;79;4782;55.5;3765;78.7;234;4.9;624;13;159;3.3
FR;2021-04-25-2021-05-01;89;2915;56.3;2258;77.5;141;4.8;387;13.3;129;4.4
FR;2021-04-25-2021-05-01;90;1510;60;1143;75.7;79;5.2;222;14.7;66;4.4
FR;2021-04-26-2021-05-02;09;6024;59.4;4703;78.1;271;4.5;829;13.8;221;3.7
FR;2021-04-26-2021-05-02;19;13459;55.7;11015;81.8;682;5.1;1327;9.9;435;3.2
FR;2021-04-26-2021-05-02;29;15964;50.7;12863;80.6;919;5.8;1633;10.2;549;3.4
FR;2021-04-26-2021-05-02;39;14765;51.9;11903;80.6;881;6;1505;10.2;476;3.2
FR;2021-04-26-2021-05-02;49;14233;53.8;11614;81.6;795;5.6;1359;9.5;465;3.3
FR;2021-04-26-2021-05-02;59;13453;54.5;10960;81.5;785;5.8;1259;9.4;449;3.3
FR;2021-04-26-2021-05-02;69;8571;55.1;6929;80.8;466;5.4;906;10.6;270;3.2
FR;2021-04-26-2021-05-02;79;4750;55.4;3727;78.5;234;4.9;629;13.2;160;3.4
FR;2021-04-26-2021-05-02;89;2886;56;2238;77.5;144;5;383;13.3;121;4.2
FR;2021-04-26-2021-05-02;90;1510;60.6;1143;75.7;84;5.6;216;14.3;67;4.4
FR;2021-04-27-2021-05-03;09;6248;60.2;4858;77.8;277;4.4;874;14;239;3.8
FR;2021-04-27-2021-05-03;19;13485;56.3;10990;81.5;680;5;1390;10.3;425;3.2
FR;2021-04-27-2021-05-03;29;15425;51.7;12372;80.2;913;5.9;1623;10.5;517;3.4
FR;2021-04-27-2021-05-03;39;14485;53;11639;80.4;909;6.3;1483;10.2;454;3.1
FR;2021-04-27-2021-05-03;49;14007;54.8;11392;81.3;756;5.4;1392;9.9;467;3.3
FR;2021-04-27-2021-05-03;59;12949;55.3;10510;81.2;755;5.8;1261;9.7;423;3.3
FR;2021-04-27-2021-05-03;69;8215;55.9;6599;80.3;449;5.5;909;11.1;258;3.1
FR;2021-04-27-2021-05-03;79;4524;55.2;3539;78.2;230;5.1;602;13.3;153;3.4
FR;2021-04-27-2021-05-03;89;2763;56.3;2134;77.2;148;5.4;372;13.5;109;3.9
