fra;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
FR;2021-04-27-2021-05-03;90;1398;59.3;1039;74.3;79;5.7;219;15.7;61;4.4
FR;2021-04-28-2021-05-04;09;6416;60.8;5003;78;282;4.4;895;13.9;236;3.7
FR;2021-04-28-2021-05-04;19;13355;56.8;10775;80.7;666;5;1482;11.1;432;3.2
FR;2021-04-28-2021-05-04;29;15127;52.6;12069;79.8;948;6.3;1618;10.7;492;3.3
FR;2021-04-28-2021-05-04;39;14190;54;11395;80.3;890;6.3;1449;10.2;456;3.2
FR;2021-04-28-2021-05-04;49;13587;55.6;11051;81.3;733;5.4;1358;10;445;3.3
FR;2021-04-28-2021-05-04;59;12431;55.8;10035;80.7;744;6;1236;9.9;416;3.3
FR;2021-04-28-2021-05-04;69;7856;56.5;6328;80.5;433;5.5;842;10.7;253;3.2
FR;2021-04-28-2021-05-04;79;4261;55.5;3319;77.9;224;5.3;568;13.3;150;3.5
FR;2021-04-28-2021-05-04;89;2652;56.5;2064;77.8;136;5.1;349;13.2;103;3.9
FR;2021-04-28-2021-05-04;90;1364;59.6;1013;74.3;82;6;208;15.2;61;4.5
FR;2021-04-29-2021-05-05;09;6470;61.4;5025;77.7;298;4.6;909;14;238;3.7
FR;2021-04-29-2021-05-05;19;13180;57;10641;80.7;644;4.9;1488;11.3;407;3.1
FR;2021-04-29-2021-05-05;29;14635;53.2;11661;79.7;927;6.3;1600;10.9;447;3.1
FR;2021-04-29-2021-05-05;39;13813;54.3;11081;80.2;857;6.2;1445;10.5;430;3.1
FR;2021-04-29-2021-05-05;49;13180;56.2;10693;81.1;724;5.5;1339;10.2;424;3.2
FR;2021-04-29-2021-05-05;59;11950;56.1;9607;80.4;722;6;1222;10.2;399;3.3
FR;2021-04-29-2021-05-05;69;7463;56.4;5955;79.8;429;5.7;825;11.1;254;3.4
FR;2021-04-29-2021-05-05;79;3997;55.1;3083;77.1;218;5.5;548;13.7;148;3.7
FR;2021-04-29-2021-05-05;89;2493;56.3;1916;76.9;130;5.2;348;14;99;4
FR;2021-04-29-2021-05-05;90;1266;59.4;966;76.3;64;5.1;181;14.3;55;4.3
FR;2021-04-30-2021-05-06;09;6351;60.2;4969;78.2;290;4.6;863;13.6;229;3.6
FR;2021-04-30-2021-05-06;19;12632;56.2;10182;80.6;593;4.7;1453;11.5;404;3.2
FR;2021-04-30-2021-05-06;29;13872;52.4;11015;79.4;882;6.4;1545;11.1;430;3.1
FR;2021-04-30-2021-05-06;39;13127;53.7;10467;79.7;822;6.3;1416;10.8;422;3.2
FR;2021-04-30-2021-05-06;49;12520;55.2;10132;80.9;708;5.7;1276;10.2;404;3.2
FR;2021-04-30-2021-05-06;59;11314;55.4;9045;79.9;692;6.1;1188;10.5;389;3.4
FR;2021-04-30-2021-05-06;69;6924;55.5;5514;79.6;401;5.8;772;11.1;237;3.4
FR;2021-04-30-2021-05-06;79;3654;53.4;2822;77.2;196;5.4;500;13.7;136;3.7
FR;2021-04-30-2021-05-06;89;2294;54.6;1747;76.2;126;5.5;331;14.4;90;3.9
FR;2021-04-30-2021-05-06;90;1133;56.3;867;76.5;55;4.9;162;14.3;49;4.3
FR;2021-05-01-2021-05-07;09;5713;54.3;4484;78.5;256;4.5;775;13.6;198;3.5
FR;2021-05-01-2021-05-07;19;11084;52;8876;80.1;544;4.9;1314;11.9;350;3.2
FR;2021-05-01-2021-05-07;29;12350;49;9747;78.9;786;6.4;1429;11.6;388;3.1
FR;2021-05-01-2021-05-07;39;11791;50.1;9389;79.6;745;6.3;1296;11;361;3.1
FR;2021-05-01-2021-05-07;49;11131;51.5;8985;80.7;634;5.7;1152;10.3;360;3.2
FR;2021-05-01-2021-05-07;59;9957;51.9;7928;79.6;614;6.2;1060;10.6;355;3.6
FR;2021-05-01-2021-05-07;69;5962;51.6;4764;79.9;329;5.5;653;11;216;3.6
FR;2021-05-01-2021-05-07;79;3139;49.2;2412;76.8;166;5.3;435;13.9;126;4
FR;2021-05-01-2021-05-07;89;1987;50.6;1508;75.9;109;5.5;296;14.9;74;3.7
FR;2021-05-01-2021-05-07;90;979;52.4;745;76.1;47;4.8;148;15.1;39;4
FR;2021-02-12-2021-02-18;0;82050;52.2;38297;46.7;3530;4.3;7068;8.6;33155;40.4
FR;2021-02-13-2021-02-19;0;89506;55.4;41694;46.6;4029;4.5;7902;8.8;35881;40.1
FR;2021-02-14-2021-02-20;0;92506;56.4;43409;46.9;4280;4.6;8076;8.7;36741;39.7
FR;2021-02-15-2021-02-21;0;93248;56.7;43900;47.1;4304;4.6;8199;8.8;36845;39.5
FR;2021-02-16-2021-02-22;0;97588;57.6;48039;49.2;4488;4.6;8659;8.9;36402;37.3
FR;2021-02-17-2021-02-23;0;100838;58.3;51378;51;4844;4.8;8991;8.9;35625;35.3
FR;2021-02-18-2021-02-24;0;102978;58.8;54334;52.8;5028;4.9;8957;8.7;34659;33.7
FR;2021-02-19-2021-02-25;0;104365;59.2;56699;54.3;5171;5;9088;8.7;33407;32
FR;2021-02-20-2021-02-26;0;104911;59.5;58695;55.9;5492;5.2;8899;8.5;31825;30.3
FR;2021-02-21-2021-02-27;0;105317;59.6;59641;56.6;5663;5.4;8924;8.5;31089;29.5
FR;2021-02-22-2021-02-28;0;105372;59.6;59815;56.8;5688;5.4;8886;8.4;30983;29.4
FR;2021-02-23-2021-03-01;0;105309;60.1;62128;59;5829;5.5;8683;8.2;28669;27.2
FR;2021-02-24-2021-03-02;0;104763;60;63501;60.6;5657;5.4;8678;8.3;26927;25.7
FR;2021-02-25-2021-03-03;0;104133;59.7;64646;62.1;5518;5.3;8696;8.4;25273;24.3
FR;2021-02-26-2021-03-04;0;103742;59.8;65845;63.5;5416;5.2;8727;8.4;23754;22.9
FR;2021-02-27-2021-03-05;0;103729;59.8;67213;64.8;5159;5;8964;8.6;22393;21.6
FR;2021-02-28-2021-03-06;0;104129;59.6;68291;65.6;5067;4.9;9067;8.7;21704;20.8
FR;2021-03-01-2021-03-07;0;104040;59.6;68443;65.8;5038;4.8;9021;8.7;21538;20.7
FR;2021-03-02-2021-03-08;0;105481;59.8;70922;67.2;4945;4.7;9530;9;20084;19
FR;2021-03-03-2021-03-09;0;107191;60.1;73030;68.1;5051;4.7;9794;9.1;19316;18
FR;2021-03-04-2021-03-10;0;110004;60.3;75986;69.1;5349;4.9;10107;9.2;18562;16.9
FR;2021-03-05-2021-03-11;0;113715;59.5;79758;70.1;5626;4.9;10538;9.3;17793;15.6
FR;2021-03-06-2021-03-12;0;117667;58.6;83770;71.2;5832;5;10860;9.2;17205;14.6
FR;2021-03-07-2021-03-13;0;119930;57.6;85867;71.6;5960;5;11091;9.2;17012;14.2
FR;2021-03-08-2021-03-14;0;120827;57.5;86637;71.7;5988;5;11234;9.3;16968;14
FR;2021-03-09-2021-03-15;0;126438;56.1;92230;72.9;6258;4.9;11525;9.1;16425;13
FR;2021-03-10-2021-03-16;0;130647;55.2;96408;73.8;6483;5;11819;9;15937;12.2
FR;2021-03-11-2021-03-17;0;134609;55.3;100263;74.5;6544;4.9;12276;9.1;15526;11.5
FR;2021-03-12-2021-03-18;0;137487;55.8;103279;75.1;6549;4.8;12555;9.1;15104;11
FR;2021-03-13-2021-03-19;0;140436;56.3;106178;75.6;6566;4.7;13058;9.3;14634;10.4
FR;2021-03-14-2021-03-20;0;141589;56.5;107451;75.9;6573;4.6;13137;9.3;14428;10.2
FR;2021-03-15-2021-03-21;0;141696;56.5;107521;75.9;6561;4.6;13229;9.3;14385;10.2
FR;2021-03-16-2021-03-22;0;144888;56.7;110724;76.4;6650;4.6;13920;9.6;13594;9.4
FR;2021-03-17-2021-03-23;0;149747;57.5;115183;76.9;6733;4.5;14556;9.7;13275;8.9
FR;2021-03-18-2021-03-24;0;153471;57.2;119196;77.7;6792;4.4;14535;9.5;12948;8.4
FR;2021-03-19-2021-03-25;0;155023;56;121046;78.1;6805;4.4;14756;9.5;12416;8
FR;2021-03-20-2021-03-26;0;159552;55.9;125737;78.8;6974;4.4;14721;9.2;12120;7.6
FR;2021-03-21-2021-03-27;0;161764;55.7;128047;79.2;7054;4.4;14751;9.1;11912;7.4
FR;2021-03-22-2021-03-28;0;161957;55.7;128389;79.3;7064;4.4;14661;9.1;11843;7.3
FR;2021-03-23-2021-03-29;0;166584;55.8;133497;80.1;7109;4.3;14405;8.6;11573;6.9
FR;2021-03-24-2021-03-30;0;167217;54.7;134743;80.6;7099;4.2;14144;8.5;11231;6.7
FR;2021-03-25-2021-03-31;0;166542;53.9;134555;80.8;7017;4.2;14152;8.5;10818;6.5
FR;2021-03-26-2021-04-01;0;167776;53.9;136152;81.2;6974;4.2;14038;8.4;10612;6.3
FR;2021-03-27-2021-04-02;0;164738;53.1;134134;81.4;6722;4.1;13867;8.4;10015;6.1
FR;2021-03-28-2021-04-03;0;163864;52.9;133467;81.4;6649;4.1;13967;8.5;9781;6
FR;2021-03-29-2021-04-04;0;163419;52.8;133081;81.4;6696;4.1;13889;8.5;9753;6
FR;2021-03-30-2021-04-05;0;130580;51.4;106213;81.3;5331;4.1;11366;8.7;7670;5.9
FR;2021-03-31-2021-04-06;0;135738;50.7;110991;81.8;5448;4;11653;8.6;7646;5.6
FR;2021-04-01-2021-04-07;0;136867;51;112318;82.1;5426;4;11754;8.6;7369;5.4
FR;2021-04-02-2021-04-08;0;136896;51.5;112525;82.2;5417;4;11603;8.5;7351;5.4
FR;2021-04-03-2021-04-09;0;136898;51.7;112696;82.3;5346;3.9;11604;8.5;7252;5.3
FR;2021-04-04-2021-04-10;0;136388;51.6;112570;82.5;5249;3.8;11504;8.4;7065;5.2
FR;2021-04-05-2021-04-11;0;136561;51.7;112727;82.5;5220;3.8;11539;8.4;7075;5.2
FR;2021-04-06-2021-04-12;0;162693;52.2;134558;82.7;6243;3.8;13651;8.4;8241;5.1
FR;2021-04-07-2021-04-13;0;152569;53.1;125927;82.5;5945;3.9;13188;8.6;7509;4.9
FR;2021-04-08-2021-04-14;0;146021;52.7;120233;82.3;5806;4;12903;8.8;7079;4.8
FR;2021-04-09-2021-04-15;0;140286;52;115532;82.4;5573;4;12752;9.1;6429;4.6
FR;2021-04-10-2021-04-16;0;137228;52.2;113090;82.4;5677;4.1;12529;9.1;5932;4.3
FR;2021-04-11-2021-04-17;0;135831;52.5;111794;82.3;5688;4.2;12554;9.2;5795;4.3
FR;2021-04-12-2021-04-18;0;135627;52.5;111657;82.3;5682;4.2;12544;9.2;5744;4.2
FR;2021-04-13-2021-04-19;0;133336;52.7;109691;82.3;5918;4.4;12330;9.2;5397;4
FR;2021-04-14-2021-04-20;0;131312;52.7;108379;82.5;6025;4.6;11761;9;5147;3.9
FR;2021-04-15-2021-04-21;0;130702;53;108006;82.6;6150;4.7;11547;8.8;4999;3.8
FR;2021-04-16-2021-04-22;0;129943;53.5;107204;82.5;6380;4.9;11473;8.8;4886;3.8
FR;2021-04-17-2021-04-23;0;126974;53.3;104640;82.4;6347;5;11253;8.9;4734;3.7
FR;2021-04-18-2021-04-24;0;125419;53.5;103316;82.4;6357;5.1;11100;8.9;4646;3.7
FR;2021-04-19-2021-04-25;0;124882;53.5;102867;82.4;6352;5.1;11059;8.9;4604;3.7
FR;2021-04-20-2021-04-26;0;120367;53.5;99113;82.3;6099;5.1;10821;9;4334;3.6
FR;2021-04-21-2021-04-27;0;116168;53.3;95201;82;5932;5.1;10952;9.4;4083;3.5
FR;2021-04-22-2021-04-28;0;111547;53.2;91120;81.7;5808;5.2;10774;9.7;3845;3.4
FR;2021-04-23-2021-04-29;0;107363;53.3;87417;81.4;5657;5.3;10635;9.9;3654;3.4
FR;2021-04-24-2021-04-30;0;103857;53.3;83979;80.9;5609;5.4;10738;10.3;3531;3.4
FR;2021-04-25-2021-05-01;0;95742;53.9;77213;80.6;5240;5.5;10056;10.5;3233;3.4
FR;2021-04-26-2021-05-02;0;95643;54;77119;80.6;5263;5.5;10048;10.5;3213;3.4
FR;2021-04-27-2021-05-03;0;93524;54.8;75094;80.3;5198;5.6;10126;10.8;3106;3.3
FR;2021-04-28-2021-05-04;0;91264;55.5;73071;80.1;5140;5.6;10008;11;3045;3.3
FR;2021-04-29-2021-05-05;0;88468;55.8;70644;79.9;5014;5.7;9908;11.2;2902;3.3
FR;2021-04-30-2021-05-06;0;83845;54.9;66774;79.6;4768;5.7;9511;11.3;2792;3.3
FR;2021-05-01-2021-05-07;0;74114;51.1;58849;79.4;4233;5.7;8563;11.6;2469;3.3
